organism,dataset_type,uniprot_id,download_status,source,alphafold_version,structure_id,download_url,structure_path,error
RESP,linear,O06824,downloaded,AlphaFold,v6,AF-O06824-F1,https://alphafold.ebi.ac.uk/files/AF-O06824-F1-model_v6.pdb,structures/RESP/linear/O06824.pdb,
RESP,linear,O07166,downloaded,AlphaFold,v6,AF-O07166-F1,https://alphafold.ebi.ac.uk/files/AF-O07166-F1-model_v6.pdb,structures/RESP/linear/O07166.pdb,
RESP,linear,O07175,downloaded,AlphaFold,v6,AF-O07175-F1,https://alphafold.ebi.ac.uk/files/AF-O07175-F1-model_v6.pdb,structures/RESP/linear/O07175.pdb,
RESP,linear,O07229,downloaded,AlphaFold,v6,AF-O07229-F1,https://alphafold.ebi.ac.uk/files/AF-O07229-F1-model_v6.pdb,structures/RESP/linear/O07229.pdb,
RESP,linear,O07414,downloaded,AlphaFold,v6,AF-O07414-F1,https://alphafold.ebi.ac.uk/files/AF-O07414-F1-model_v6.pdb,structures/RESP/linear/O07414.pdb,
RESP,linear,O07415,downloaded,AlphaFold,v6,AF-O07415-F1,https://alphafold.ebi.ac.uk/files/AF-O07415-F1-model_v6.pdb,structures/RESP/linear/O07415.pdb,
RESP,linear,O07416,downloaded,AlphaFold,v6,AF-O07416-F1,https://alphafold.ebi.ac.uk/files/AF-O07416-F1-model_v6.pdb,structures/RESP/linear/O07416.pdb,
RESP,linear,O07417,downloaded,AlphaFold,v6,AF-O07417-F1,https://alphafold.ebi.ac.uk/files/AF-O07417-F1-model_v6.pdb,structures/RESP/linear/O07417.pdb,
RESP,linear,O33192,downloaded,AlphaFold,v6,AF-O33192-F1,https://alphafold.ebi.ac.uk/files/AF-O33192-F1-model_v6.pdb,structures/RESP/linear/O33192.pdb,
RESP,linear,O50383,downloaded,AlphaFold,v6,AF-O50383-F1,https://alphafold.ebi.ac.uk/files/AF-O50383-F1-model_v6.pdb,structures/RESP/linear/O50383.pdb,
RESP,linear,O50391,downloaded,AlphaFold,v6,AF-O50391-F1,https://alphafold.ebi.ac.uk/files/AF-O50391-F1-model_v6.pdb,structures/RESP/linear/O50391.pdb,
RESP,linear,O50398,downloaded,AlphaFold,v6,AF-O50398-F1,https://alphafold.ebi.ac.uk/files/AF-O50398-F1-model_v6.pdb,structures/RESP/linear/O50398.pdb,
RESP,linear,O53519,downloaded,AlphaFold,v6,AF-O53519-F1,https://alphafold.ebi.ac.uk/files/AF-O53519-F1-model_v6.pdb,structures/RESP/linear/O53519.pdb,
RESP,linear,O53611,downloaded,AlphaFold,v6,AF-O53611-F1,https://alphafold.ebi.ac.uk/files/AF-O53611-F1-model_v6.pdb,structures/RESP/linear/O53611.pdb,
RESP,linear,O53673,downloaded,AlphaFold,v6,AF-O53673-F1,https://alphafold.ebi.ac.uk/files/AF-O53673-F1-model_v6.pdb,structures/RESP/linear/O53673.pdb,
RESP,linear,O53692,downloaded,AlphaFold,v6,AF-O53692-F1,https://alphafold.ebi.ac.uk/files/AF-O53692-F1-model_v6.pdb,structures/RESP/linear/O53692.pdb,
RESP,linear,O53732,downloaded,AlphaFold,v6,AF-O53732-F1,https://alphafold.ebi.ac.uk/files/AF-O53732-F1-model_v6.pdb,structures/RESP/linear/O53732.pdb,
RESP,linear,O53780,downloaded,AlphaFold,v6,AF-O53780-F1,https://alphafold.ebi.ac.uk/files/AF-O53780-F1-model_v6.pdb,structures/RESP/linear/O53780.pdb,
RESP,linear,O53966,downloaded,AlphaFold,v6,AF-O53966-F1,https://alphafold.ebi.ac.uk/files/AF-O53966-F1-model_v6.pdb,structures/RESP/linear/O53966.pdb,
RESP,linear,O53972,downloaded,AlphaFold,v6,AF-O53972-F1,https://alphafold.ebi.ac.uk/files/AF-O53972-F1-model_v6.pdb,structures/RESP/linear/O53972.pdb,
RESP,linear,O69703,downloaded,AlphaFold,v6,AF-O69703-F1,https://alphafold.ebi.ac.uk/files/AF-O69703-F1-model_v6.pdb,structures/RESP/linear/O69703.pdb,
RESP,linear,P04977,downloaded,AlphaFold,v6,AF-P04977-F1,https://alphafold.ebi.ac.uk/files/AF-P04977-F1-model_v6.pdb,structures/RESP/linear/P04977.pdb,
RESP,linear,P04978,downloaded,AlphaFold,v6,AF-P04978-F1,https://alphafold.ebi.ac.uk/files/AF-P04978-F1-model_v6.pdb,structures/RESP/linear/P04978.pdb,
RESP,linear,P04979,downloaded,AlphaFold,v6,AF-P04979-F1,https://alphafold.ebi.ac.uk/files/AF-P04979-F1-model_v6.pdb,structures/RESP/linear/P04979.pdb,
RESP,linear,P05788,downloaded,AlphaFold,v6,AF-P05788-F1,https://alphafold.ebi.ac.uk/files/AF-P05788-F1-model_v6.pdb,structures/RESP/linear/P05788.pdb,
RESP,linear,P0A335,downloaded,AlphaFold,v6,AF-P0A335-F1,https://alphafold.ebi.ac.uk/files/AF-P0A335-F1-model_v6.pdb,structures/RESP/linear/P0A335.pdb,
RESP,linear,P0A3R5,downloaded,AlphaFold,v6,AF-P0A3R5-F1,https://alphafold.ebi.ac.uk/files/AF-P0A3R5-F1-model_v6.pdb,structures/RESP/linear/P0A3R5.pdb,
RESP,linear,P0C2J9,downloaded,AlphaFold,v6,AF-P0C2J9-F1,https://alphafold.ebi.ac.uk/files/AF-P0C2J9-F1-model_v6.pdb,structures/RESP/linear/P0C2J9.pdb,
RESP,linear,P0DKX7,downloaded,AlphaFold,v6,AF-P0DKX7-F1,https://alphafold.ebi.ac.uk/files/AF-P0DKX7-F1-model_v6.pdb,structures/RESP/linear/P0DKX7.pdb,
RESP,linear,P10324,downloaded,AlphaFold,v6,AF-P10324-F1,https://alphafold.ebi.ac.uk/files/AF-P10324-F1-model_v6.pdb,structures/RESP/linear/P10324.pdb,
RESP,linear,P12255,downloaded,PDB,,1RWR,https://files.rcsb.org/download/1RWR.pdb,structures/RESP/linear/P12255_1RWR.pdb,
RESP,linear,P14283,downloaded,AlphaFold,v6,AF-P14283-F1,https://alphafold.ebi.ac.uk/files/AF-P14283-F1-model_v6.pdb,structures/RESP/linear/P14283.pdb,
RESP,linear,P17835,downloaded,AlphaFold,v6,AF-P17835-F1,https://alphafold.ebi.ac.uk/files/AF-P17835-F1-model_v6.pdb,structures/RESP/linear/P17835.pdb,
RESP,linear,P26093,downloaded,AlphaFold,v6,AF-P26093-F1,https://alphafold.ebi.ac.uk/files/AF-P26093-F1-model_v6.pdb,structures/RESP/linear/P26093.pdb,
RESP,linear,P31772,downloaded,AlphaFold,v6,AF-P31772-F1,https://alphafold.ebi.ac.uk/files/AF-P31772-F1-model_v6.pdb,structures/RESP/linear/P31772.pdb,
RESP,linear,P43724,downloaded,AlphaFold,v6,AF-P43724-F1,https://alphafold.ebi.ac.uk/files/AF-P43724-F1-model_v6.pdb,structures/RESP/linear/P43724.pdb,
RESP,linear,P43838,downloaded,AlphaFold,v6,AF-P43838-F1,https://alphafold.ebi.ac.uk/files/AF-P43838-F1-model_v6.pdb,structures/RESP/linear/P43838.pdb,
RESP,linear,P43839,downloaded,AlphaFold,v6,AF-P43839-F1,https://alphafold.ebi.ac.uk/files/AF-P43839-F1-model_v6.pdb,structures/RESP/linear/P43839.pdb,
RESP,linear,P43840,downloaded,AlphaFold,v6,AF-P43840-F1,https://alphafold.ebi.ac.uk/files/AF-P43840-F1-model_v6.pdb,structures/RESP/linear/P43840.pdb,
RESP,linear,P43867,downloaded,AlphaFold,v6,AF-P43867-F1,https://alphafold.ebi.ac.uk/files/AF-P43867-F1-model_v6.pdb,structures/RESP/linear/P43867.pdb,
RESP,linear,P43926,downloaded,AlphaFold,v6,AF-P43926-F1,https://alphafold.ebi.ac.uk/files/AF-P43926-F1-model_v6.pdb,structures/RESP/linear/P43926.pdb,
RESP,linear,P44089,downloaded,AlphaFold,v6,AF-P44089-F1,https://alphafold.ebi.ac.uk/files/AF-P44089-F1-model_v6.pdb,structures/RESP/linear/P44089.pdb,
RESP,linear,P44600,downloaded,AlphaFold,v6,AF-P44600-F1,https://alphafold.ebi.ac.uk/files/AF-P44600-F1-model_v6.pdb,structures/RESP/linear/P44600.pdb,
RESP,linear,P44602,downloaded,AlphaFold,v6,AF-P44602-F1,https://alphafold.ebi.ac.uk/files/AF-P44602-F1-model_v6.pdb,structures/RESP/linear/P44602.pdb,
RESP,linear,P44970,downloaded,AlphaFold,v6,AF-P44970-F1,https://alphafold.ebi.ac.uk/files/AF-P44970-F1-model_v6.pdb,structures/RESP/linear/P44970.pdb,
RESP,linear,P71540,downloaded,AlphaFold,v6,AF-P71540-F1,https://alphafold.ebi.ac.uk/files/AF-P71540-F1-model_v6.pdb,structures/RESP/linear/P71540.pdb,
RESP,linear,P71810,downloaded,AlphaFold,v6,AF-P71810-F1,https://alphafold.ebi.ac.uk/files/AF-P71810-F1-model_v6.pdb,structures/RESP/linear/P71810.pdb,
RESP,linear,P95149,downloaded,AlphaFold,v6,AF-P95149-F1,https://alphafold.ebi.ac.uk/files/AF-P95149-F1-model_v6.pdb,structures/RESP/linear/P95149.pdb,
RESP,linear,P95202,downloaded,AlphaFold,v6,AF-P95202-F1,https://alphafold.ebi.ac.uk/files/AF-P95202-F1-model_v6.pdb,structures/RESP/linear/P95202.pdb,
RESP,linear,P95229,downloaded,AlphaFold,v6,AF-P95229-F1,https://alphafold.ebi.ac.uk/files/AF-P95229-F1-model_v6.pdb,structures/RESP/linear/P95229.pdb,
RESP,linear,P96264,downloaded,AlphaFold,v6,AF-P96264-F1,https://alphafold.ebi.ac.uk/files/AF-P96264-F1-model_v6.pdb,structures/RESP/linear/P96264.pdb,
RESP,linear,P96394,downloaded,AlphaFold,v6,AF-P96394-F1,https://alphafold.ebi.ac.uk/files/AF-P96394-F1-model_v6.pdb,structures/RESP/linear/P96394.pdb,
RESP,linear,P96402,downloaded,AlphaFold,v6,AF-P96402-F1,https://alphafold.ebi.ac.uk/files/AF-P96402-F1-model_v6.pdb,structures/RESP/linear/P96402.pdb,
RESP,linear,P96825,downloaded,AlphaFold,v6,AF-P96825-F1,https://alphafold.ebi.ac.uk/files/AF-P96825-F1-model_v6.pdb,structures/RESP/linear/P96825.pdb,
RESP,linear,P96901,downloaded,AlphaFold,v6,AF-P96901-F1,https://alphafold.ebi.ac.uk/files/AF-P96901-F1-model_v6.pdb,structures/RESP/linear/P96901.pdb,
RESP,linear,P9WF43,downloaded,AlphaFold,v6,AF-P9WF43-F1,https://alphafold.ebi.ac.uk/files/AF-P9WF43-F1-model_v6.pdb,structures/RESP/linear/P9WF43.pdb,
RESP,linear,P9WF69,downloaded,AlphaFold,v6,AF-P9WF69-F1,https://alphafold.ebi.ac.uk/files/AF-P9WF69-F1-model_v6.pdb,structures/RESP/linear/P9WF69.pdb,
RESP,linear,P9WF73,downloaded,AlphaFold,v6,AF-P9WF73-F1,https://alphafold.ebi.ac.uk/files/AF-P9WF73-F1-model_v6.pdb,structures/RESP/linear/P9WF73.pdb,
RESP,linear,P9WFC9,downloaded,AlphaFold,v6,AF-P9WFC9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WFC9-F1-model_v6.pdb,structures/RESP/linear/P9WFC9.pdb,
RESP,linear,P9WFK1,downloaded,AlphaFold,v6,AF-P9WFK1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WFK1-F1-model_v6.pdb,structures/RESP/linear/P9WFK1.pdb,
RESP,linear,P9WFL9,downloaded,AlphaFold,v6,AF-P9WFL9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WFL9-F1-model_v6.pdb,structures/RESP/linear/P9WFL9.pdb,
RESP,linear,P9WFR1,downloaded,AlphaFold,v6,AF-P9WFR1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WFR1-F1-model_v6.pdb,structures/RESP/linear/P9WFR1.pdb,
RESP,linear,P9WG25,downloaded,AlphaFold,v6,AF-P9WG25-F1,https://alphafold.ebi.ac.uk/files/AF-P9WG25-F1-model_v6.pdb,structures/RESP/linear/P9WG25.pdb,
RESP,linear,P9WG55,downloaded,AlphaFold,v6,AF-P9WG55-F1,https://alphafold.ebi.ac.uk/files/AF-P9WG55-F1-model_v6.pdb,structures/RESP/linear/P9WG55.pdb,
RESP,linear,P9WG67,downloaded,AlphaFold,v6,AF-P9WG67-F1,https://alphafold.ebi.ac.uk/files/AF-P9WG67-F1-model_v6.pdb,structures/RESP/linear/P9WG67.pdb,
RESP,linear,P9WGT7,downloaded,AlphaFold,v6,AF-P9WGT7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WGT7-F1-model_v6.pdb,structures/RESP/linear/P9WGT7.pdb,
RESP,linear,P9WGT9,downloaded,AlphaFold,v6,AF-P9WGT9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WGT9-F1-model_v6.pdb,structures/RESP/linear/P9WGT9.pdb,
RESP,linear,P9WGU1,downloaded,AlphaFold,v6,AF-P9WGU1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WGU1-F1-model_v6.pdb,structures/RESP/linear/P9WGU1.pdb,
RESP,linear,P9WGY7,downloaded,AlphaFold,v6,AF-P9WGY7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WGY7-F1-model_v6.pdb,structures/RESP/linear/P9WGY7.pdb,
RESP,linear,P9WGY9,downloaded,AlphaFold,v6,AF-P9WGY9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WGY9-F1-model_v6.pdb,structures/RESP/linear/P9WGY9.pdb,
RESP,linear,P9WH05,downloaded,AlphaFold,v6,AF-P9WH05-F1,https://alphafold.ebi.ac.uk/files/AF-P9WH05-F1-model_v6.pdb,structures/RESP/linear/P9WH05.pdb,
RESP,linear,P9WHE3,downloaded,AlphaFold,v6,AF-P9WHE3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WHE3-F1-model_v6.pdb,structures/RESP/linear/P9WHE3.pdb,
RESP,linear,P9WHM5,downloaded,AlphaFold,v6,AF-P9WHM5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WHM5-F1-model_v6.pdb,structures/RESP/linear/P9WHM5.pdb,
RESP,linear,P9WHU5,downloaded,AlphaFold,v6,AF-P9WHU5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WHU5-F1-model_v6.pdb,structures/RESP/linear/P9WHU5.pdb,
RESP,linear,P9WHV9,downloaded,AlphaFold,v6,AF-P9WHV9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WHV9-F1-model_v6.pdb,structures/RESP/linear/P9WHV9.pdb,
RESP,linear,P9WHW9,downloaded,AlphaFold,v6,AF-P9WHW9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WHW9-F1-model_v6.pdb,structures/RESP/linear/P9WHW9.pdb,
RESP,linear,P9WHY3,downloaded,AlphaFold,v6,AF-P9WHY3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WHY3-F1-model_v6.pdb,structures/RESP/linear/P9WHY3.pdb,
RESP,linear,P9WHY9,downloaded,AlphaFold,v6,AF-P9WHY9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WHY9-F1-model_v6.pdb,structures/RESP/linear/P9WHY9.pdb,
RESP,linear,P9WHZ5,downloaded,AlphaFold,v6,AF-P9WHZ5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WHZ5-F1-model_v6.pdb,structures/RESP/linear/P9WHZ5.pdb,
RESP,linear,P9WHZ7,downloaded,AlphaFold,v6,AF-P9WHZ7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WHZ7-F1-model_v6.pdb,structures/RESP/linear/P9WHZ7.pdb,
RESP,linear,P9WI03,downloaded,AlphaFold,v6,AF-P9WI03-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI03-F1-model_v6.pdb,structures/RESP/linear/P9WI03.pdb,
RESP,linear,P9WI05,downloaded,AlphaFold,v6,AF-P9WI05-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI05-F1-model_v6.pdb,structures/RESP/linear/P9WI05.pdb,
RESP,linear,P9WI07,downloaded,AlphaFold,v6,AF-P9WI07-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI07-F1-model_v6.pdb,structures/RESP/linear/P9WI07.pdb,
RESP,linear,P9WI19,downloaded,AlphaFold,v6,AF-P9WI19-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI19-F1-model_v6.pdb,structures/RESP/linear/P9WI19.pdb,
RESP,linear,P9WI21,downloaded,AlphaFold,v6,AF-P9WI21-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI21-F1-model_v6.pdb,structures/RESP/linear/P9WI21.pdb,
RESP,linear,P9WI23,downloaded,AlphaFold,v6,AF-P9WI23-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI23-F1-model_v6.pdb,structures/RESP/linear/P9WI23.pdb,
RESP,linear,P9WI27,downloaded,AlphaFold,v6,AF-P9WI27-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI27-F1-model_v6.pdb,structures/RESP/linear/P9WI27.pdb,
RESP,linear,P9WI33,downloaded,AlphaFold,v6,AF-P9WI33-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI33-F1-model_v6.pdb,structures/RESP/linear/P9WI33.pdb,
RESP,linear,P9WI37,downloaded,AlphaFold,v6,AF-P9WI37-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI37-F1-model_v6.pdb,structures/RESP/linear/P9WI37.pdb,
RESP,linear,P9WI41,downloaded,AlphaFold,v6,AF-P9WI41-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI41-F1-model_v6.pdb,structures/RESP/linear/P9WI41.pdb,
RESP,linear,P9WI43,downloaded,AlphaFold,v6,AF-P9WI43-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI43-F1-model_v6.pdb,structures/RESP/linear/P9WI43.pdb,
RESP,linear,P9WI45,downloaded,AlphaFold,v6,AF-P9WI45-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI45-F1-model_v6.pdb,structures/RESP/linear/P9WI45.pdb,
RESP,linear,P9WI47,downloaded,AlphaFold,v6,AF-P9WI47-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI47-F1-model_v6.pdb,structures/RESP/linear/P9WI47.pdb,
RESP,linear,P9WI79,downloaded,AlphaFold,v6,AF-P9WI79-F1,https://alphafold.ebi.ac.uk/files/AF-P9WI79-F1-model_v6.pdb,structures/RESP/linear/P9WI79.pdb,
RESP,linear,P9WIB5,downloaded,AlphaFold,v6,AF-P9WIB5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WIB5-F1-model_v6.pdb,structures/RESP/linear/P9WIB5.pdb,
RESP,linear,P9WIE5,downloaded,AlphaFold,v6,AF-P9WIE5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WIE5-F1-model_v6.pdb,structures/RESP/linear/P9WIE5.pdb,
RESP,linear,P9WIM9,downloaded,AlphaFold,v6,AF-P9WIM9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WIM9-F1-model_v6.pdb,structures/RESP/linear/P9WIM9.pdb,
RESP,linear,P9WIN9,downloaded,AlphaFold,v6,AF-P9WIN9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WIN9-F1-model_v6.pdb,structures/RESP/linear/P9WIN9.pdb,
RESP,linear,P9WIP1,downloaded,AlphaFold,v6,AF-P9WIP1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WIP1-F1-model_v6.pdb,structures/RESP/linear/P9WIP1.pdb,
RESP,linear,P9WIP9,downloaded,AlphaFold,v6,AF-P9WIP9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WIP9-F1-model_v6.pdb,structures/RESP/linear/P9WIP9.pdb,
RESP,linear,P9WIR7,downloaded,AlphaFold,v6,AF-P9WIR7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WIR7-F1-model_v6.pdb,structures/RESP/linear/P9WIR7.pdb,
RESP,linear,P9WJA3,downloaded,AlphaFold,v6,AF-P9WJA3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WJA3-F1-model_v6.pdb,structures/RESP/linear/P9WJA3.pdb,
RESP,linear,P9WJA9,downloaded,AlphaFold,v6,AF-P9WJA9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WJA9-F1-model_v6.pdb,structures/RESP/linear/P9WJA9.pdb,
RESP,linear,P9WJC1,downloaded,AlphaFold,v6,AF-P9WJC1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WJC1-F1-model_v6.pdb,structures/RESP/linear/P9WJC1.pdb,
RESP,linear,P9WJC3,downloaded,AlphaFold,v6,AF-P9WJC3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WJC3-F1-model_v6.pdb,structures/RESP/linear/P9WJC3.pdb,
RESP,linear,P9WJD3,downloaded,AlphaFold,v6,AF-P9WJD3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WJD3-F1-model_v6.pdb,structures/RESP/linear/P9WJD3.pdb,
RESP,linear,P9WJD9,downloaded,AlphaFold,v6,AF-P9WJD9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WJD9-F1-model_v6.pdb,structures/RESP/linear/P9WJD9.pdb,
RESP,linear,P9WJE1,downloaded,AlphaFold,v6,AF-P9WJE1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WJE1-F1-model_v6.pdb,structures/RESP/linear/P9WJE1.pdb,
RESP,linear,P9WJQ9,downloaded,AlphaFold,v6,AF-P9WJQ9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WJQ9-F1-model_v6.pdb,structures/RESP/linear/P9WJQ9.pdb,
RESP,linear,P9WJW7,downloaded,AlphaFold,v6,AF-P9WJW7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WJW7-F1-model_v6.pdb,structures/RESP/linear/P9WJW7.pdb,
RESP,linear,P9WK17,downloaded,AlphaFold,v6,AF-P9WK17-F1,https://alphafold.ebi.ac.uk/files/AF-P9WK17-F1-model_v6.pdb,structures/RESP/linear/P9WK17.pdb,
RESP,linear,P9WK31,downloaded,AlphaFold,v6,AF-P9WK31-F1,https://alphafold.ebi.ac.uk/files/AF-P9WK31-F1-model_v6.pdb,structures/RESP/linear/P9WK31.pdb,
RESP,linear,P9WK61,downloaded,AlphaFold,v6,AF-P9WK61-F1,https://alphafold.ebi.ac.uk/files/AF-P9WK61-F1-model_v6.pdb,structures/RESP/linear/P9WK61.pdb,
RESP,linear,P9WK79,downloaded,AlphaFold,v6,AF-P9WK79-F1,https://alphafold.ebi.ac.uk/files/AF-P9WK79-F1-model_v6.pdb,structures/RESP/linear/P9WK79.pdb,
RESP,linear,P9WKH9,downloaded,AlphaFold,v6,AF-P9WKH9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WKH9-F1-model_v6.pdb,structures/RESP/linear/P9WKH9.pdb,
RESP,linear,P9WKL1,downloaded,AlphaFold,v6,AF-P9WKL1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WKL1-F1-model_v6.pdb,structures/RESP/linear/P9WKL1.pdb,
