model,organism,organism_name,group,type,iedb_id,uniprot,start,end,epitope_len,predicted_hits,recall,hit_abs,hit_rel,hit,threshold,K_abs,P_rel,out_of_range,reason
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,8688,P9WQP1,61,80,20,1.0,0.05,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,8866,P43839,136,146,11,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,8900,P9WPE5,11,25,15,4.0,0.267,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Streptococcus pneumoniae,bacteria,linear,8989,Q97QS2,55,63,9,6.0,0.667,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,9118,P17835,85,91,7,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,9268,P9WMJ9,581,588,8,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,9278,P9WPE7,311,326,16,2.0,0.125,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,9352,P9WK61,140,159,20,9.0,0.45,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,9474,P9WHZ5,201,212,12,3.0,0.25,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,9475,P9WHZ5,201,236,36,8.0,0.222,True,False,True,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,9571,P04977,30,41,12,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,9611,P9WMK1,61,70,10,5.0,0.5,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,9613,P9WMK1,61,80,20,8.0,0.4,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,9924,P9WGU1,350,369,20,1.0,0.05,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,10022,P9WHZ5,225,236,12,2.0,0.167,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,10126,P43839,282,293,12,2.0,0.167,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,10220,P43839,285,296,12,2.0,0.167,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,10245,P43839,281,292,12,2.0,0.167,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,10406,P9WMJ9,539,546,8,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,10510,P9WPE5,67,76,10,3.0,0.3,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Streptococcus pneumoniae,bacteria,linear,10519,P0C2J9,216,239,24,12.0,0.5,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,10594,P04977,51,64,14,5.0,0.357,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,10841,P9WQP1,121,140,20,8.0,0.4,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,10842,P9WQP1,121,140,20,8.0,0.4,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,10984,P9WNK7,12,35,24,3.0,0.125,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,11000,P10324,140,153,14,2.0,0.143,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,11021,P9WMJ9,550,557,8,1.0,0.125,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,11057,P9WMJ9,569,576,8,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,11208,P04977,70,82,13,5.0,0.385,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Streptococcus pneumoniae,bacteria,linear,11270,P0C2J9,427,438,12,8.0,0.667,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,11330,P9WPE5,53,62,10,6.0,0.6,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,11451,P9WMJ9,538,545,8,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,11731,P10324,130,144,15,10.0,0.667,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,11936,P9WPE5,84,93,10,1.0,0.1,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,12143,P9WPE7,430,446,17,2.0,0.118,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,12150,P9WPE5,65,74,10,2.0,0.2,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,12182,P9WMJ9,552,559,8,3.0,0.375,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,12498,P9WPE5,78,87,10,3.0,0.3,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,12584,P9WNK5,71,85,15,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,12632,P9WPE7,525,540,16,9.0,0.562,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,12688,P9WMJ9,521,528,8,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,12865,P9WPE5,56,65,10,4.0,0.4,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,13473,P9WQP1,270,278,9,3.0,0.333,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,13917,P9WNK7,3,15,13,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,14574,P9WPE5,21,35,15,14.0,0.933,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,15048,P9WPE5,85,94,10,1.0,0.1,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,15775,P04977,139,150,12,3.0,0.25,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,15991,P9WMJ9,561,568,8,2.0,0.25,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,16006,P9WPE7,181,195,15,1.0,0.067,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,16356,P43838,415,449,35,7.0,0.2,True,False,True,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,16366,P43838,422,459,38,5.0,0.132,True,False,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,17838,P9WQP1,41,60,20,6.0,0.3,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,18509,P9WK61,11,30,20,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,18527,P04977,99,112,14,5.0,0.357,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,18572,P04978,105,125,21,6.0,0.286,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,18700,P9WQP1,261,280,20,10.0,0.5,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,18711,P43839,171,176,6,1.0,0.167,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,18763,P9WGU1,103,122,20,6.0,0.3,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,18764,P9WMJ9,578,585,8,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,18843,P04979,46,69,24,3.0,0.125,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,18898,P9WQP1,131,150,20,3.0,0.15,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,18994,P43839,284,297,14,2.0,0.143,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,19049,P9WNF5,31,50,20,7.0,0.35,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,19133,P9WPE5,66,75,10,3.0,0.3,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,19143,P43838,82,110,29,13.0,0.448,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,19202,P9WMJ9,568,575,8,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,19256,P9WPE5,83,92,10,1.0,0.1,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,19328,P9WPE5,55,64,10,5.0,0.5,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,19376,P43839,182,191,10,10.0,1.0,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,19482,P04978,92,106,15,6.0,0.4,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,19499,P9WGU1,287,299,13,2.0,0.154,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,19562,Q6MWX9,2931,2949,19,,,,,,0.9,5,0.25,True,missing_prediction_for_protein
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,19684,P14283,266,290,25,18.0,0.72,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,19685,P14283,266,290,25,18.0,0.72,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,19686,P14283,266,295,30,21.0,0.7,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,20047,P9WPE5,75,84,10,5.0,0.5,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,20060,P9WMJ9,553,560,8,3.0,0.375,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,20065,P9WPE7,372,381,10,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,20174,P9WMJ9,562,569,8,1.0,0.125,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,20198,P9WMJ9,591,598,8,7.0,0.875,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,20281,P9WHZ5,219,230,12,2.0,0.167,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,20369,P9WMK1,120,128,9,1.0,0.111,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,20455,P04977,185,201,17,5.0,0.294,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,20662,P9WMK1,131,144,14,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,20670,P9WNK7,32,55,24,16.0,0.667,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,20722,P17835,141,147,7,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21093,P9WQP3,84,103,20,4.0,0.2,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21096,P9WQP1,81,100,20,4.0,0.2,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21109,P9WPE7,102,111,10,1.0,0.1,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21345,P9WNF5,54,61,8,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,21374,P04979,65,92,28,10.0,0.357,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21422,P9WNK5,16,30,15,3.0,0.2,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21434,P9WGU1,230,249,20,3.0,0.15,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,21477,P04977,61,75,15,2.0,0.133,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21497,P9WHZ5,388,399,12,1.0,0.083,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21566,P9WGU1,69,75,7,2.0,0.286,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21653,P9WMJ9,571,578,8,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21673,P9WPE7,31,46,16,9.0,0.562,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,21713,P05788,23,29,7,1.0,0.143,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,21797,P9WQP1,221,240,20,6.0,0.3,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Streptococcus pneumoniae,bacteria,linear,21856,P0C2J9,401,407,7,3.0,0.429,False,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,21992,P43840,93,111,19,5.0,0.263,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Haemophilus influenzae,bacteria,linear,21993,P43839,122,149,28,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,22217,P05788,48,54,7,1.0,0.143,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,22252,P9WPE5,49,64,16,8.0,0.5,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,22332,P9WMJ9,576,583,8,0.0,0.0,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,22387,Q6MWX9,971,986,16,,,,,,0.9,5,0.25,True,missing_prediction_for_protein
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,22395,P9WGU1,25,38,14,6.0,0.429,True,True,True,0.9,5,0.25,False,
DiscoTope,RESP,Mycobacterium tuberculosis,bacteria,linear,22398,P9WMJ9,533,540,8,1.0,0.125,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,22516,P04977,78,92,15,3.0,0.2,False,False,False,0.9,5,0.25,False,
DiscoTope,RESP,Bordetella pertussis,bacteria,linear,22756,P04977,189,199,11,4.0,0.364,False,True,True,0.9,5,0.25,False,
