model,organism,organism_name,group,type,iedb_id,uniprot,start,end,epitope_len,predicted_hits,recall,hit_abs,hit_rel,hit,threshold,K_abs,P_rel,out_of_range,reason
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,25396,Q46409,258,263,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,25710,Q46409,266,275,10,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,26046,Q46409,313,316,4,4.0,1.0,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,26047,Q46409,314,320,7,7.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,27244,P0C0Z7,411,422,12,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,29915,P21171,297,306,21,10.0,0.476,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,30894,Q46409,119,121,3,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,30902,Q46409,119,122,4,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,31500,Q46409,169,178,10,10.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,33267,Q46409,262,267,6,4.0,0.667,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,33780,Q46409,169,171,3,3.0,1.0,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,33834,Q46409,49,55,7,7.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,33852,Q46409,331,336,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Brucella abortus,bacteria,linear,34734,Q2YKV9,136,150,15,6.0,0.4,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,35329,Q46409,107,116,10,8.0,0.8,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,35611,Q46409,64,66,3,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,38312,Q46409,294,298,5,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,38313,Q46409,187,192,6,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,38314,Q46409,320,330,11,11.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,38315,Q46409,112,121,10,3.0,0.3,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,38915,Q46409,68,70,3,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,38918,Q46409,67,70,4,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,38919,Q46409,20,29,10,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,39504,Q46409,96,98,3,3.0,1.0,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,39793,Q46409,251,260,10,10.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,40029,P13128,152,159,8,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,43153,P0C0Z7,459,470,12,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Brucella melitensis,bacteria,linear,43162,P0A3U4,48,74,27,17.0,0.63,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Brucella melitensis,bacteria,linear,43163,P0A3U4,48,83,36,20.0,0.556,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,43567,P0C0Z7,435,446,12,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,43568,P0C0Z7,435,451,17,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,44498,P17821,360,367,8,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,45306,Q46409,106,115,10,9.0,0.9,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,45491,Q46409,163,166,4,4.0,1.0,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,45492,Q46409,274,279,6,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,45629,Q46409,164,169,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,45630,Q46409,164,170,7,7.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,48029,P21171,296,305,21,10.0,0.476,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,48136,Q46409,261,266,6,5.0,0.833,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,49656,Q46409,275,280,6,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,49658,Q46409,322,336,15,15.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,49659,Q46409,321,330,10,10.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,49758,P21171,151,160,21,10.0,0.476,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,49835,P21171,148,157,21,10.0,0.476,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,51862,Q46409,306,315,10,10.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,51866,Q46409,260,265,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,52138,P21171,291,300,21,10.0,0.476,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,52139,P21171,291,301,11,11.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,52156,P21171,292,301,21,10.0,0.476,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,52472,P21171,293,302,21,10.0,0.476,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,52749,P0C0Z7,470,481,12,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,54469,P0C0Z7,368,382,15,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,56751,Q46409,332,337,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,56763,Q46409,310,316,7,7.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,56764,Q46409,310,320,11,11.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,56918,P0C0Z7,151,162,12,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,56931,P0C0Z7,450,461,12,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,57009,Q46409,309,325,17,17.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,57010,Q46409,309,338,30,30.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,57024,Q46409,310,339,30,30.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,57303,Q46409,91,103,13,13.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,57306,Q46409,15,24,10,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,57736,Q46409,296,305,10,7.0,0.7,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,58087,P0C0Z7,228,239,12,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Brucella melitensis,bacteria,linear,61133,Q8YE76,617,637,21,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,61842,P21171,146,155,21,9.0,0.429,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,61843,P21171,146,157,12,11.0,0.917,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,61978,Q46409,166,175,10,10.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,62883,Q46409,311,320,10,10.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,62948,P21171,294,303,21,10.0,0.476,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,63869,Q46409,117,126,10,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,63970,Q46409,259,261,3,3.0,1.0,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,64113,Q46409,322,327,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,64114,Q46409,322,328,7,7.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,64296,Q46409,266,271,6,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,64396,Q46409,235,246,12,12.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,64534,Q46409,235,244,10,10.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,64685,Q46409,48,57,10,9.0,0.9,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,64985,Q46409,318,323,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,64986,Q46409,318,324,7,7.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,65121,P13128,184,189,6,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Brucella melitensis,bacteria,linear,65221,P0A3U8,220,250,31,8.0,0.258,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,65794,P21171,147,156,21,10.0,0.476,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,65909,Q46409,167,169,3,3.0,1.0,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,66145,Q46409,332,337,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,66703,Q46409,317,322,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,66704,Q46409,317,324,8,8.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,66811,Q46409,89,103,15,15.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,66850,Q46409,90,99,10,10.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,66865,Q46409,316,325,10,10.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,67605,Q46409,93,98,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,67606,Q46409,93,101,9,9.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,67721,P21171,149,158,21,10.0,0.476,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,68182,Q46409,80,89,10,10.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Brucella melitensis,bacteria,linear,68936,Q8YG56,255,295,41,11.0,0.268,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,69325,Q46409,330,335,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,69359,P0C0Z7,94,105,12,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,69472,P0CC04,25,40,16,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,70050,Q46409,164,169,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,71020,Q46409,347,349,3,2.0,0.667,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,71401,P0C0Z7,29,40,12,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,71523,Q46409,270,275,6,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Listeria monocytogenes,bacteria,linear,72886,P13128,189,195,7,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,75140,P0C0Z7,8,22,15,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,75776,Q46409,52,56,5,4.0,0.8,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,78428,Q46409,80,119,40,35.0,0.875,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79176,Q46409,171,176,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79266,Q46409,170,175,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79389,Q46409,73,84,12,12.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79505,Q46409,248,272,25,18.0,0.72,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79517,Q46409,173,197,25,13.0,0.52,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79520,Q46409,308,332,25,25.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79573,Q46409,38,62,25,19.0,0.76,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79585,Q46409,113,137,25,2.0,0.08,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79587,Q46409,353,377,25,2.0,0.08,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79617,Q46409,338,362,25,12.0,0.48,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79620,Q46409,323,347,25,20.0,0.8,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79633,Q46409,83,107,25,25.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79663,Q46409,53,77,25,10.0,0.4,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79667,Q46409,158,182,25,25.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,79678,Q46409,368,392,25,0.0,0.0,False,False,False,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,80238,Q46409,326,331,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,80272,Q46409,312,317,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,80456,Q46409,331,336,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,80508,Q46409,310,315,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,81306,Q46409,315,320,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,81325,Q46409,328,333,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,81983,Q46409,314,319,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,82594,Q46409,327,332,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,83412,Q46409,313,318,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,84184,Q46409,330,335,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,85636,Q46409,320,326,7,7.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,88382,Q46409,309,314,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,89329,Q46409,311,316,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,89768,Q46409,316,321,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,90069,Q46409,329,334,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,93874,Q46409,297,308,12,10.0,0.833,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,94430,Q46409,312,315,4,4.0,1.0,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,94553,Q46409,313,315,3,3.0,1.0,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,94765,Q46409,96,107,12,12.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,94832,Q46409,157,168,12,12.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,94943,Q46409,166,177,12,12.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,94945,Q46409,138,149,12,4.0,0.333,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,94956,Q46409,91,101,11,11.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,95058,Q46409,94,99,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,95198,Q46409,68,73,6,2.0,0.333,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,95251,Q46409,69,74,6,3.0,0.5,False,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,95323,Q46409,99,104,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,95330,Q46409,92,97,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
BepiPred,INTRA,Chlamydia trachomatis,bacteria,linear,95416,Q46409,95,100,6,6.0,1.0,True,True,True,0.151,5,0.25,False,
