organism,dataset_type,uniprot_id,download_status,source,alphafold_version,structure_id,download_url,structure_path,error
INTRA,linear,P0A3U8,downloaded,AlphaFold,v6,AF-P0A3U8-F1,https://alphafold.ebi.ac.uk/files/AF-P0A3U8-F1-model_v6.pdb,structures/INTRA/linear/P0A3U8.pdb,
INTRA,linear,P0C0Z7,downloaded,AlphaFold,v6,AF-P0C0Z7-F1,https://alphafold.ebi.ac.uk/files/AF-P0C0Z7-F1-model_v6.pdb,structures/INTRA/linear/P0C0Z7.pdb,
INTRA,linear,P0CC04,downloaded,AlphaFold,v6,AF-P0CC04-F1,https://alphafold.ebi.ac.uk/files/AF-P0CC04-F1-model_v6.pdb,structures/INTRA/linear/P0CC04.pdb,
INTRA,linear,P0CI27,downloaded,AlphaFold,v6,AF-P0CI27-F1,https://alphafold.ebi.ac.uk/files/AF-P0CI27-F1-model_v6.pdb,structures/INTRA/linear/P0CI27.pdb,
INTRA,linear,P0DJI4,downloaded,AlphaFold,v6,AF-P0DJI4-F1,https://alphafold.ebi.ac.uk/files/AF-P0DJI4-F1-model_v6.pdb,structures/INTRA/linear/P0DJI4.pdb,
INTRA,linear,P0DPS6,downloaded,AlphaFold,v6,AF-P0DPS6-F1,https://alphafold.ebi.ac.uk/files/AF-P0DPS6-F1-model_v6.pdb,structures/INTRA/linear/P0DPS6.pdb,
INTRA,linear,P13128,downloaded,AlphaFold,v6,AF-P13128-F1,https://alphafold.ebi.ac.uk/files/AF-P13128-F1-model_v6.pdb,structures/INTRA/linear/P13128.pdb,
INTRA,linear,P17821,downloaded,AlphaFold,v6,AF-P17821-F1,https://alphafold.ebi.ac.uk/files/AF-P17821-F1-model_v6.pdb,structures/INTRA/linear/P17821.pdb,
INTRA,linear,P18584,downloaded,AlphaFold,v6,AF-P18584-F1,https://alphafold.ebi.ac.uk/files/AF-P18584-F1-model_v6.pdb,structures/INTRA/linear/P18584.pdb,
INTRA,linear,P21171,downloaded,AlphaFold,v6,AF-P21171-F1,https://alphafold.ebi.ac.uk/files/AF-P21171-F1-model_v6.pdb,structures/INTRA/linear/P21171.pdb,
INTRA,linear,P26623,downloaded,AlphaFold,v6,AF-P26623-F1,https://alphafold.ebi.ac.uk/files/AF-P26623-F1-model_v6.pdb,structures/INTRA/linear/P26623.pdb,
INTRA,linear,P33379,downloaded,AlphaFold,v6,AF-P33379-F1,https://alphafold.ebi.ac.uk/files/AF-P33379-F1-model_v6.pdb,structures/INTRA/linear/P33379.pdb,
INTRA,linear,P38006,downloaded,AlphaFold,v6,AF-P38006-F1,https://alphafold.ebi.ac.uk/files/AF-P38006-F1-model_v6.pdb,structures/INTRA/linear/P38006.pdb,
INTRA,linear,P51752,downloaded,AlphaFold,v6,AF-P51752-F1,https://alphafold.ebi.ac.uk/files/AF-P51752-F1-model_v6.pdb,structures/INTRA/linear/P51752.pdb,
INTRA,linear,P64024,downloaded,AlphaFold,v6,AF-P64024-F1,https://alphafold.ebi.ac.uk/files/AF-P64024-F1-model_v6.pdb,structures/INTRA/linear/P64024.pdb,
INTRA,linear,Q2YKV9,downloaded,AlphaFold,v6,AF-Q2YKV9-F1,https://alphafold.ebi.ac.uk/files/AF-Q2YKV9-F1-model_v6.pdb,structures/INTRA/linear/Q2YKV9.pdb,
INTRA,linear,Q2YQH3,downloaded,AlphaFold,v6,AF-Q2YQH3-F1,https://alphafold.ebi.ac.uk/files/AF-Q2YQH3-F1-model_v6.pdb,structures/INTRA/linear/Q2YQH3.pdb,
INTRA,linear,Q46409,downloaded,AlphaFold,v6,AF-Q46409-F1,https://alphafold.ebi.ac.uk/files/AF-Q46409-F1-model_v6.pdb,structures/INTRA/linear/Q46409.pdb,
INTRA,linear,Q83DT1,downloaded,AlphaFold,v6,AF-Q83DT1-F1,https://alphafold.ebi.ac.uk/files/AF-Q83DT1-F1-model_v6.pdb,structures/INTRA/linear/Q83DT1.pdb,
INTRA,linear,Q83EK8,downloaded,AlphaFold,v6,AF-Q83EK8-F1,https://alphafold.ebi.ac.uk/files/AF-Q83EK8-F1-model_v6.pdb,structures/INTRA/linear/Q83EK8.pdb,
INTRA,linear,Q8Y498,downloaded,AlphaFold,v6,AF-Q8Y498-F1,https://alphafold.ebi.ac.uk/files/AF-Q8Y498-F1-model_v6.pdb,structures/INTRA/linear/Q8Y498.pdb,
INTRA,linear,Q8Y4I1,downloaded,AlphaFold,v6,AF-Q8Y4I1-F1,https://alphafold.ebi.ac.uk/files/AF-Q8Y4I1-F1-model_v6.pdb,structures/INTRA/linear/Q8Y4I1.pdb,
INTRA,linear,Q8Y863,downloaded,AlphaFold,v6,AF-Q8Y863-F1,https://alphafold.ebi.ac.uk/files/AF-Q8Y863-F1-model_v6.pdb,structures/INTRA/linear/Q8Y863.pdb,
INTRA,linear,Q8YE76,downloaded,AlphaFold,v6,AF-Q8YE76-F1,https://alphafold.ebi.ac.uk/files/AF-Q8YE76-F1-model_v6.pdb,structures/INTRA/linear/Q8YE76.pdb,
INTRA,linear,Q8YG56,downloaded,AlphaFold,v6,AF-Q8YG56-F1,https://alphafold.ebi.ac.uk/files/AF-Q8YG56-F1-model_v6.pdb,structures/INTRA/linear/Q8YG56.pdb,
INTRA,linear,Q9AGE6,downloaded,AlphaFold,v6,AF-Q9AGE6-F1,https://alphafold.ebi.ac.uk/files/AF-Q9AGE6-F1-model_v6.pdb,structures/INTRA/linear/Q9AGE6.pdb,
INTRA,linear,Q9S529,downloaded,AlphaFold,v6,AF-Q9S529-F1,https://alphafold.ebi.ac.uk/files/AF-Q9S529-F1-model_v6.pdb,structures/INTRA/linear/Q9S529.pdb,
