model,organism,organism_name,group,type,iedb_id,uniprot,start,end,epitope_len,predicted_hits,recall,hit_abs,hit_rel,hit,threshold,K_abs,P_rel,out_of_range,reason
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,8252,P14738,774,783,10,7.0,0.7,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,8254,P14738,849,858,10,8.0,0.8,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,8360,Q2G2Q0,114,130,17,11.0,0.647,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,8599,P14738,772,781,10,8.0,0.8,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,8845,P13794,213,227,15,12.0,0.8,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,8972,P14738,836,845,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,9095,P11439,349,368,20,6.0,0.3,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,9341,P13794,51,71,21,3.0,0.143,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,9498,P04739,141,147,7,4.0,0.571,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,9684,P04739,133,139,7,6.0,0.857,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,9982,Q2FYP2,211,216,6,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,9983,Q2FYP2,211,219,9,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,10098,Q2FUY2,601,617,17,17.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,10326,P14738,756,765,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,10431,P14738,832,841,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,10550,P13794,198,212,15,14.0,0.933,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,10588,Q2FXX5,110,119,10,1.0,0.1,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,10632,P13794,241,261,21,15.0,0.714,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,11552,P14738,758,767,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,11564,P14738,754,763,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,11565,P14738,792,801,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,11567,P14738,830,839,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,11723,Q2FXX5,145,164,20,4.0,0.2,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,11781,P04739,133,139,7,6.0,0.857,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,12185,P13794,277,291,15,11.0,0.733,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,12388,Q2FYP2,355,363,9,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,12433,P13794,31,43,13,6.0,0.462,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,12844,Q2G2Y0,224,234,11,,,,,,0.51,5,0.25,True,end_pos_exceeds_pred_len(234>231)
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,12992,Q2FXX5,178,185,8,4.0,0.5,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,13799,P11439,591,613,23,13.0,0.565,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,14016,Q2G282,120,135,16,14.0,0.875,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,14371,Q2FYP2,417,425,9,7.0,0.778,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,14592,Q2FXX5,165,184,20,11.0,0.55,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,14844,P04739,70,81,12,12.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,15354,Q2FXN2,127,152,26,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,15984,P14738,842,851,10,9.0,0.9,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,16065,A0A0H3GK81,342,354,13,2.0,0.154,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,16875,Q2FYP2,419,427,9,6.0,0.667,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,17408,Q2FZB1,87,104,18,9.0,0.5,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,18002,P04739,1,30,30,15.0,0.5,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,18013,P04739,102,110,9,5.0,0.556,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,20167,P14738,844,853,10,9.0,0.9,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,21450,P14738,768,777,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,21548,Q2FYP2,235,238,4,3.0,0.75,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,21549,Q2FYP2,235,243,9,8.0,0.889,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,21990,P13794,334,338,5,3.0,0.6,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,21991,P13794,334,342,9,3.0,0.333,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,22233,A0A0H3GN17,38,50,13,6.0,0.462,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,22894,P13794,79,86,8,8.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,23184,Q2FYP2,379,385,7,6.0,0.857,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,23185,Q2FYP2,379,387,9,7.0,0.778,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,23309,P11439,505,524,20,15.0,0.75,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,23341,P13794,319,329,11,8.0,0.727,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,23641,Q2FYP2,210,218,9,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,23976,Q2G155,147,162,16,16.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,24596,P13794,118,132,15,11.0,0.733,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,24878,Q2FXX5,85,104,20,12.0,0.6,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,25328,Q2FYP2,356,364,9,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,26240,P11439,556,564,9,8.0,0.889,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,26932,Q2FYP2,230,238,9,7.0,0.778,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,27085,P11439,580,589,10,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,27655,Q2G2Y0,228,238,11,,,,,,0.51,5,0.25,True,end_pos_exceeds_pred_len(238>231)
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,29229,P14738,770,779,10,9.0,0.9,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,30093,P04739,128,144,17,14.0,0.824,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,30567,P11439,615,634,20,7.0,0.35,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,30604,Q2FXX5,65,84,20,11.0,0.55,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,30704,P13794,243,256,14,10.0,0.714,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,30799,Q2G2B2,440,448,9,7.0,0.778,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,30921,Q2FZB1,98,118,21,10.0,0.476,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,30993,Q2FXX5,105,124,20,11.0,0.55,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,31023,P14738,786,795,10,5.0,0.5,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,32089,Q2G2Y0,140,150,11,11.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,32524,Q2FXX5,96,103,8,7.0,0.875,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,32817,P04739,143,154,12,,,,,,0.51,5,0.25,True,end_pos_exceeds_pred_len(154>149)
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,32888,P14738,837,857,21,19.0,0.905,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,33888,Q2FYP2,358,363,6,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,33889,Q2FYP2,358,366,9,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,34278,Q2FYP2,231,239,9,8.0,0.889,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,34297,Q2FYP2,377,385,9,8.0,0.889,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,34758,P11439,585,604,20,6.0,0.3,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,35152,Q2G2Y0,176,186,11,7.0,0.636,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,35794,Q2FWC4,293,312,20,15.0,0.75,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,36332,P04739,82,110,29,21.0,0.724,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,37029,P04739,49,56,8,4.0,0.5,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,37698,P11439,422,432,11,4.0,0.364,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,38377,A0A0H3GK81,294,306,13,11.0,0.846,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,39097,Q2FYP2,420,428,9,5.0,0.556,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,40268,P11439,319,338,20,15.0,0.75,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,40310,Q2FYP2,402,410,9,5.0,0.556,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,40311,A0A0H3GN17,98,110,13,12.0,0.923,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,41006,A0A0H3GN17,182,190,9,1.0,0.111,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,41874,P13794,266,280,15,6.0,0.4,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,42219,Q2FYP2,400,408,9,6.0,0.667,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,43317,P13794,329,342,14,8.0,0.571,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,43375,P04739,132,154,23,,,,,,0.51,5,0.25,True,end_pos_exceeds_pred_len(154>149)
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,43557,A0A0H3GN17,166,178,13,8.0,0.615,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,43796,P13794,306,319,14,10.0,0.714,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,44104,A0A0H3GK81,90,99,10,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,44168,Q2FXJ6,13,29,17,16.0,0.941,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,44255,Q2G2Y0,52,62,11,1.0,0.091,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,44477,P14738,834,843,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,44642,P13794,261,268,8,4.0,0.5,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,44911,Q2FYP2,401,409,9,6.0,0.667,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,45009,Q2FYP2,399,407,9,6.0,0.667,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,45610,A0A0H3GN17,270,282,13,3.0,0.231,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,45624,P14738,750,759,10,8.0,0.8,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,45625,P14738,788,797,10,6.0,0.6,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,46021,P14738,846,855,10,9.0,0.9,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,46868,P04739,148,154,7,,,,,,0.51,5,0.25,True,end_pos_exceeds_pred_len(154>149)
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,48176,P14738,762,771,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,48664,Q2FXX5,125,144,20,18.0,0.9,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,49516,Q2FYP2,299,307,9,2.0,0.222,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,49566,P14738,838,847,10,9.0,0.9,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,50487,P11439,485,504,20,11.0,0.55,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,50759,P14738,841,854,14,13.0,0.929,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,50871,P14738,766,775,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,50872,P14738,766,779,14,13.0,0.929,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,51034,Q2G2Y0,120,130,11,4.0,0.364,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,51224,P13794,290,303,14,7.0,0.5,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,51720,P14738,784,793,10,4.0,0.4,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,51763,P14738,746,755,10,7.0,0.7,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,51868,A0A0H3GN17,24,34,11,9.0,0.818,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,51971,Q2FYP2,298,306,9,3.0,0.333,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,52411,P14738,131,148,18,18.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,52910,P13794,160,173,14,8.0,0.571,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,53123,Q2G1E2,323,345,23,1.0,0.043,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,53152,Q2G1N0,84,100,17,1.0,0.059,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,53863,Q2FYP2,421,424,4,2.0,0.5,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,53864,Q2FYP2,421,429,9,4.0,0.444,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,53916,Q2FXX5,205,224,20,7.0,0.35,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,54004,P13794,78,91,14,12.0,0.857,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,54095,P11439,299,308,10,10.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,54382,Q2G2W1,205,224,20,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,55781,Q2FYP2,302,306,5,1.0,0.2,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,55782,Q2FYP2,302,310,9,2.0,0.222,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,55935,A0A0H3GN17,198,206,9,5.0,0.556,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,56467,P11439,525,544,20,5.0,0.25,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,56583,Q2FXX5,185,204,20,9.0,0.45,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,57064,P04739,138,154,17,,,,,,0.51,5,0.25,True,end_pos_exceeds_pred_len(154>149)
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,57277,P13794,201,214,14,13.0,0.929,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,57504,Q2FXX5,25,32,8,4.0,0.5,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,57505,Q2FXX5,25,44,20,5.0,0.25,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,57575,Q2FXX5,245,257,13,,,,,,0.51,5,0.25,True,end_pos_exceeds_pred_len(257>234)
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,57746,P14738,752,761,10,9.0,0.9,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,57747,P14738,790,799,10,8.0,0.8,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,58154,P14738,748,757,10,7.0,0.7,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,58346,Q2FYP2,209,217,9,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,58802,Q2FXX5,252,261,10,,,,,,0.51,5,0.25,True,end_pos_exceeds_pred_len(261>234)
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,58956,A0A0H3GK81,309,318,10,3.0,0.3,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,59971,Q2G2Y0,100,110,11,1.0,0.091,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,59972,Q2G2Y0,53,65,13,4.0,0.308,False,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,60792,Q2FYP2,301,309,9,1.0,0.111,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,61321,Q2FYP2,300,308,9,1.0,0.111,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,61778,Q2G2Y0,48,58,11,0.0,0.0,False,False,False,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,61779,Q2G2Y0,1,16,16,16.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,62077,P14738,847,853,7,6.0,0.857,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,62675,A0A0H3GK81,363,378,16,5.0,0.312,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,62775,P04739,121,144,24,18.0,0.75,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,62830,P13794,331,338,8,6.0,0.75,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,62831,P13794,331,342,12,6.0,0.5,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,62909,Q2FXX5,45,64,20,19.0,0.95,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,63122,P13794,285,298,14,10.0,0.714,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,63243,P13794,41,52,12,8.0,0.667,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Klebsiella pneumoniae,bacteria,linear,63503,A0A0H3GK81,24,36,13,10.0,0.769,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,63551,Q2FYP2,416,424,9,7.0,0.778,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,63704,Q2FYP2,418,426,9,7.0,0.778,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,65343,P13794,122,135,14,12.0,0.857,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,65445,Q2G2Y0,136,146,11,11.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Pseudomonas aeruginosa,bacteria,linear,65779,P04739,138,145,8,6.0,0.75,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,65902,Q2FZK7,63,81,19,19.0,1.0,True,True,True,0.51,5,0.25,False,
SEMA,ESKAPE,Staphylococcus aureus,bacteria,linear,67941,P14738,848,857,10,9.0,0.9,True,True,True,0.51,5,0.25,False,
