model,organism,organism_name,group,type,iedb_id,uniprot,start,end,epitope_len,predicted_hits,recall,hit_abs,hit_rel,hit,threshold,K_abs,P_rel,out_of_range,reason
GraphBepi,GAST,Shigella flexneri,bacteria,linear,25414,P18012,73,80,8,2.0,0.25,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,25483,A0A0H3NBQ0,292,300,9,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,25671,Q57193,79,84,6,6.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,26258,P18013,234,241,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,26922,P18013,32,39,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,27670,P18013,106,113,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,27681,A0A0H3NBQ0,334,342,9,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,27935,P18012,40,46,7,7.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,28607,P18013,85,92,8,3.0,0.375,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,29095,P18012,215,222,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,29824,Q57193,84,89,6,3.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,30236,P18011,194,202,9,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,30260,P01556,69,85,17,15.0,0.882,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,30288,P18013,119,126,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,30491,P18012,198,205,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,30516,P18013,63,70,8,6.0,0.75,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,31067,Q60153,212,224,13,1.0,0.077,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,31491,Q57193,83,88,6,4.0,0.667,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,31525,P18013,62,69,8,7.0,0.875,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,31763,P18012,231,238,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,31773,Q60153,209,224,16,1.0,0.062,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,31787,A0A0H3NBQ0,31,39,9,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,31887,P18012,204,209,6,6.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,33125,Q57193,55,60,6,5.0,0.833,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,33770,P18013,68,75,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,33864,P18012,244,251,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,33893,P18013,33,40,8,7.0,0.875,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,34476,P18013,205,212,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,34576,P18013,275,282,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,34895,P18012,232,239,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,35036,P01556,8,20,13,5.0,0.385,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,35222,Q60153,199,223,25,8.0,0.32,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,35223,Q60153,174,199,26,13.0,0.5,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,35231,P18013,271,278,8,7.0,0.875,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,35241,P18013,260,267,8,6.0,0.75,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,35242,P18013,260,268,9,7.0,0.778,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,35852,A0A0H3NVD8,60,63,4,1.0,0.25,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,35956,A0A0H3NVD8,352,361,10,2.0,0.2,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,36134,P18013,230,237,8,2.0,0.25,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,36419,P18013,114,121,8,3.0,0.375,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,36834,P18013,202,209,8,6.0,0.75,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,38181,P18012,54,61,8,6.0,0.75,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,38196,P18013,47,54,8,3.0,0.375,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,38270,Q60153,199,224,26,8.0,0.308,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,40889,P18013,211,218,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,41376,P18012,1,8,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,41809,P01556,89,94,6,2.0,0.333,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,41982,P18013,256,263,8,3.0,0.375,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,42826,Q60153,1,26,26,23.0,0.885,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,43533,P18013,48,55,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,44471,P18013,107,114,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,44655,P18012,189,196,8,6.0,0.75,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,44855,P18013,293,300,8,3.0,0.375,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,45782,P18013,29,36,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,46234,Q57193,35,40,6,6.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,46873,P18013,213,220,8,6.0,0.75,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,47112,P18012,250,257,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,47751,Q57193,74,79,6,6.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,48433,P18012,41,48,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,49133,P18012,218,225,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,49975,P18013,40,47,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,51077,Q57193,37,41,5,4.0,0.8,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,51078,Q57193,37,42,6,4.0,0.667,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,51199,Q57193,82,87,6,4.0,0.667,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,51259,P18013,67,74,8,6.0,0.75,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,51710,Q57193,24,29,6,5.0,0.833,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,52351,A0A0H3NJI9,307,325,19,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,52694,Q57193,70,75,6,5.0,0.833,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,52754,P18013,191,198,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,52870,A0A0H3NMJ6,230,231,2,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,53580,Q57193,56,58,3,3.0,1.0,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,53581,Q57193,56,61,6,4.0,0.667,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,54908,P01556,88,93,6,2.0,0.333,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,54982,P18013,101,108,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,56194,P18013,55,62,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,56373,A0A0H3NVD8,113,123,11,4.0,0.364,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,56508,P18012,298,305,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,57218,P18013,30,45,16,13.0,0.812,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,57654,P18012,25,33,9,9.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,57908,P18013,14,21,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,58093,P18012,177,184,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,58402,P18013,130,137,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,58640,P18013,247,254,8,2.0,0.25,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,58997,P01556,30,42,13,10.0,0.769,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,60445,Q57193,76,79,4,4.0,1.0,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,60446,Q57193,76,81,6,6.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,60478,P18013,238,245,8,7.0,0.875,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Campylobacter jejuni,bacteria,linear,60646,P56963,301,330,30,1.0,0.033,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,61006,P18013,13,20,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,61073,P18013,37,44,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,61391,P18013,316,323,8,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,61502,P18013,158,165,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,63171,P18012,14,19,6,5.0,0.833,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,63195,A0A0H3NWJ3,56,67,12,11.0,0.917,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,63569,P18013,25,32,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,63736,P01556,68,81,14,12.0,0.857,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Campylobacter jejuni,bacteria,linear,63838,P56963,176,205,30,4.0,0.133,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,64308,P18013,233,240,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,64561,P18012,224,231,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,65098,P18013,69,76,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,65105,P18012,90,97,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,65218,P18013,289,296,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,65348,P18012,213,220,8,6.0,0.75,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,65401,P18013,57,64,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,65427,P18013,7,14,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,65874,Q57193,36,41,6,5.0,0.833,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,66294,P18013,73,80,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,66315,P18012,245,252,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,66741,P18013,56,63,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,66831,P18013,35,42,8,7.0,0.875,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,66873,P18013,34,41,8,7.0,0.875,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,68399,Q57193,71,76,6,5.0,0.833,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,68401,Q57193,71,85,15,13.0,0.867,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,68813,Q60153,186,199,14,8.0,0.571,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,70189,P18013,192,199,8,3.0,0.375,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,70317,P01556,73,80,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,70318,Q57193,73,81,9,9.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,70996,P18013,246,255,10,3.0,0.3,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,71091,P18013,237,244,8,7.0,0.875,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,71129,P18013,41,48,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Campylobacter jejuni,bacteria,linear,71522,P56963,476,505,30,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,73437,P18012,299,306,8,5.0,0.625,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,74126,Q57193,33,38,6,6.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,75329,P18013,104,111,8,4.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Campylobacter jejuni,bacteria,linear,94825,P80672,214,219,6,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,95041,P01556,30,38,9,8.0,0.889,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,95047,P01556,50,61,12,10.0,0.833,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,130881,P01556,78,85,8,8.0,1.0,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,136062,A0A0H3NG19,407,419,13,2.0,0.154,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,144880,P0C6Q5,271,272,2,1.0,0.5,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,153862,A0A0H3NVD8,111,123,13,6.0,0.462,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Salmonella enterica,bacteria,linear,153904,A0A0H3NVD8,304,319,16,6.0,0.375,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,156347,P18011,115,130,16,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,156350,P18011,93,106,14,3.0,0.214,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,156373,P18011,98,109,12,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,156406,P18011,110,122,13,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,156417,P18011,88,100,13,7.0,0.538,True,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Vibrio cholerae,bacteria,linear,158947,Q9KSD1,145,159,15,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Shigella flexneri,bacteria,linear,187704,A0A2S4MYF8,208,213,6,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Campylobacter jejuni,bacteria,linear,196323,Q0PAK5,176,190,15,2.0,0.133,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Campylobacter jejuni,bacteria,linear,196346,Q0P9X9,73,87,15,4.0,0.267,False,True,True,0.17,5,0.25,False,
GraphBepi,GAST,Campylobacter jejuni,bacteria,linear,196357,Q0P9X9,229,243,15,1.0,0.067,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Campylobacter jejuni,bacteria,linear,196450,Q0P9X9,29,43,15,0.0,0.0,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Campylobacter jejuni,bacteria,linear,196457,Q0P9X9,65,79,15,3.0,0.2,False,False,False,0.17,5,0.25,False,
GraphBepi,GAST,Campylobacter jejuni,bacteria,linear,196492,Q0P9X9,69,83,15,3.0,0.2,False,False,False,0.17,5,0.25,False,
