organism,dataset_type,uniprot_id,download_status,source,alphafold_version,structure_id,download_url,structure_path,error
GAST,linear,Q08860,downloaded,AlphaFold,v6,AF-Q08860-F1,https://alphafold.ebi.ac.uk/files/AF-Q08860-F1-model_v6.pdb,structures/GAST/linear/Q08860.pdb,
GAST,linear,Q0P8M9,downloaded,AlphaFold,v6,AF-Q0P8M9-F1,https://alphafold.ebi.ac.uk/files/AF-Q0P8M9-F1-model_v6.pdb,structures/GAST/linear/Q0P8M9.pdb,
GAST,linear,Q0P9X9,downloaded,AlphaFold,v6,AF-Q0P9X9-F1,https://alphafold.ebi.ac.uk/files/AF-Q0P9X9-F1-model_v6.pdb,structures/GAST/linear/Q0P9X9.pdb,
GAST,linear,Q0PAK5,downloaded,AlphaFold,v6,AF-Q0PAK5-F1,https://alphafold.ebi.ac.uk/files/AF-Q0PAK5-F1-model_v6.pdb,structures/GAST/linear/Q0PAK5.pdb,
GAST,linear,Q0PBH5,downloaded,AlphaFold,v6,AF-Q0PBH5-F1,https://alphafold.ebi.ac.uk/files/AF-Q0PBH5-F1-model_v6.pdb,structures/GAST/linear/Q0PBH5.pdb,
GAST,linear,Q0PC24,downloaded,AlphaFold,v6,AF-Q0PC24-F1,https://alphafold.ebi.ac.uk/files/AF-Q0PC24-F1-model_v6.pdb,structures/GAST/linear/Q0PC24.pdb,
GAST,linear,Q57193,downloaded,AlphaFold,v6,AF-Q57193-F1,https://alphafold.ebi.ac.uk/files/AF-Q57193-F1-model_v6.pdb,structures/GAST/linear/Q57193.pdb,
GAST,linear,Q60153,downloaded,AlphaFold,v6,AF-Q60153-F1,https://alphafold.ebi.ac.uk/files/AF-Q60153-F1-model_v6.pdb,structures/GAST/linear/Q60153.pdb,
GAST,linear,Q9KPR1,downloaded,AlphaFold,v6,AF-Q9KPR1-F1,https://alphafold.ebi.ac.uk/files/AF-Q9KPR1-F1-model_v6.pdb,structures/GAST/linear/Q9KPR1.pdb,
GAST,linear,Q9KSD1,downloaded,AlphaFold,v6,AF-Q9KSD1-F1,https://alphafold.ebi.ac.uk/files/AF-Q9KSD1-F1-model_v6.pdb,structures/GAST/linear/Q9KSD1.pdb,
GAST,linear,Q9PHW6,downloaded,AlphaFold,v6,AF-Q9PHW6-F1,https://alphafold.ebi.ac.uk/files/AF-Q9PHW6-F1-model_v6.pdb,structures/GAST/linear/Q9PHW6.pdb,
GAST,linear,Q9PPM0,downloaded,AlphaFold,v6,AF-Q9PPM0-F1,https://alphafold.ebi.ac.uk/files/AF-Q9PPM0-F1-model_v6.pdb,structures/GAST/linear/Q9PPM0.pdb,
GAST,linear,YP,not_found,none,,,,,Expecting value: line 1 column 1 (char 0)
