model,organism,group,type,uniprot,n_epitopes,n_hits,mean_recall
ElliPro,RESP,bacteria,linear,P96402,6,4,0.4666666666666666
ElliPro,RESP,bacteria,linear,P9WJD9,6,5,0.6665
ElliPro,RESP,bacteria,linear,P43926,6,6,0.62
ElliPro,RESP,bacteria,linear,L7N675,5,4,0.8
ElliPro,RESP,bacteria,linear,P9WFR1,5,4,0.3468
ElliPro,RESP,bacteria,linear,P9WGY7,5,3,0.48200000000000004
ElliPro,RESP,bacteria,linear,P9WHE3,5,4,0.3866
ElliPro,RESP,bacteria,linear,P96394,5,5,0.68
ElliPro,RESP,bacteria,linear,P9WJW7,5,3,0.3408
ElliPro,RESP,bacteria,linear,O06404,5,2,0.35
ElliPro,RESP,bacteria,linear,P9WL51,5,4,0.5798
ElliPro,RESP,bacteria,linear,P9WNF3,5,4,0.6666000000000001
ElliPro,RESP,bacteria,linear,P9WJQ9,4,3,0.31675000000000003
ElliPro,RESP,bacteria,linear,O53611,4,4,0.70025
ElliPro,RESP,bacteria,linear,L0T7Y7,4,1,0.25
ElliPro,RESP,bacteria,linear,P9WGT7,4,2,0.1835
ElliPro,RESP,bacteria,linear,P9WG67,4,4,0.425
ElliPro,RESP,bacteria,linear,P9WP43,4,2,0.31425000000000003
ElliPro,RESP,bacteria,linear,P9WIP9,4,4,0.33175
ElliPro,RESP,bacteria,linear,P9WN09,4,4,0.6835
ElliPro,RESP,bacteria,linear,P9WIR7,3,1,0.3333333333333333
ElliPro,RESP,bacteria,linear,A0A0H2UN40,3,2,0.5666666666666667
ElliPro,RESP,bacteria,linear,P9WKL1,3,1,0.20000000000000004
ElliPro,RESP,bacteria,linear,O33192,3,2,0.6443333333333333
ElliPro,RESP,bacteria,linear,P95149,3,2,0.3606666666666667
ElliPro,RESP,bacteria,linear,P9WFC9,3,3,0.6666666666666666
ElliPro,RESP,bacteria,linear,P9WI41,3,3,0.8223333333333334
ElliPro,RESP,bacteria,linear,P95229,3,2,0.46666666666666673
ElliPro,RESP,bacteria,linear,P9WNK3,3,2,0.48900000000000005
ElliPro,RESP,bacteria,linear,P9WNE5,3,2,0.5333333333333333
ElliPro,RESP,bacteria,linear,A0A0H2UPR0,3,1,0.16666666666666666
ElliPro,RESP,bacteria,linear,O53732,3,2,0.37800000000000006
ElliPro,RESP,bacteria,linear,Q6MX49,3,2,0.511
ElliPro,RESP,bacteria,linear,Q79FE6,3,1,0.37766666666666665
ElliPro,RESP,bacteria,linear,Q79FZ9,3,1,0.38999999999999996
ElliPro,RESP,bacteria,linear,P9WJA3,2,2,0.30000000000000004
ElliPro,RESP,bacteria,linear,P9WI33,2,1,0.5
ElliPro,RESP,bacteria,linear,Q79FA9,2,1,0.267
ElliPro,RESP,bacteria,linear,P9WQB1,2,2,0.9665
ElliPro,RESP,bacteria,linear,P9WI05,2,1,0.2665
ElliPro,RESP,bacteria,linear,P9WPQ1,2,2,0.367
ElliPro,RESP,bacteria,linear,P9WPL7,2,2,0.725
ElliPro,RESP,bacteria,linear,Q97QP7,2,2,0.8055
ElliPro,RESP,bacteria,linear,P9WQN7,2,1,0.5335
ElliPro,RESP,bacteria,linear,P9WI37,2,2,1.0
ElliPro,RESP,bacteria,linear,P9WJA9,2,1,0.2
ElliPro,RESP,bacteria,linear,P9WLS9,2,2,0.363
ElliPro,RESP,bacteria,linear,P9WI79,2,2,0.7
ElliPro,RESP,bacteria,linear,P9WQM5,2,2,0.5650000000000001
ElliPro,RESP,bacteria,linear,P9WIB5,2,1,0.225
ElliPro,RESP,bacteria,linear,P9WIM9,2,0,0.151
ElliPro,RESP,bacteria,linear,P9WNU5,2,0,0.0665
ElliPro,RESP,bacteria,linear,P9WNJ3,2,1,0.333
ElliPro,RESP,bacteria,linear,P9WJC3,2,1,0.4615
ElliPro,RESP,bacteria,linear,P9WHY9,2,1,0.3335
ElliPro,RESP,bacteria,linear,P9WHV9,2,1,0.5335
ElliPro,RESP,bacteria,linear,O53966,2,2,0.7665
ElliPro,RESP,bacteria,linear,P9WG25,2,0,0.0
ElliPro,RESP,bacteria,linear,O53972,2,1,0.4235
ElliPro,RESP,bacteria,linear,O07175,2,2,0.9335
ElliPro,RESP,bacteria,linear,P26093,2,1,0.225
ElliPro,RESP,bacteria,linear,P43724,2,2,0.55
ElliPro,RESP,bacteria,linear,P44600,2,1,0.4285
ElliPro,RESP,bacteria,linear,P44970,2,2,0.95
ElliPro,RESP,bacteria,linear,P71810,2,2,0.65
ElliPro,RESP,bacteria,linear,P96264,2,2,0.9375
ElliPro,RESP,bacteria,linear,O05461,2,2,0.3925
ElliPro,RESP,bacteria,linear,I6Y936,2,1,0.3665
ElliPro,RESP,bacteria,linear,P9WFL9,2,2,0.5
ElliPro,RESP,bacteria,linear,P95202,2,2,0.867
ElliPro,RESP,bacteria,linear,O53519,2,2,0.5
ElliPro,RESP,bacteria,linear,A0A0H2UNY9,2,2,0.333
ElliPro,RESP,bacteria,linear,P9WHM5,2,1,0.17350000000000002
ElliPro,RESP,bacteria,linear,P9WPD5,1,1,1.0
ElliPro,RESP,bacteria,linear,P9WQ27,1,0,0.0
ElliPro,RESP,bacteria,linear,P9WPU3,1,1,0.867
ElliPro,RESP,bacteria,linear,O06824,1,1,0.348
ElliPro,RESP,bacteria,linear,O07166,1,1,0.545
ElliPro,RESP,bacteria,linear,O07229,1,1,0.733
ElliPro,RESP,bacteria,linear,O07414,1,1,0.286
ElliPro,RESP,bacteria,linear,Q6MX43,1,1,0.333
ElliPro,RESP,bacteria,linear,Q97QS2,1,1,1.0
ElliPro,RESP,bacteria,linear,O07415,1,1,1.0
ElliPro,RESP,bacteria,linear,O07416,1,1,0.357
ElliPro,RESP,bacteria,linear,O07417,1,1,0.267
ElliPro,RESP,bacteria,linear,O50383,1,0,0.133
ElliPro,RESP,bacteria,linear,O50391,1,0,0.0
ElliPro,RESP,bacteria,linear,P9WNI7,1,0,0.231
ElliPro,RESP,bacteria,linear,P9WQ59,1,1,0.4
ElliPro,RESP,bacteria,linear,I6X7X3,1,0,0.0
ElliPro,RESP,bacteria,linear,O06608,1,1,0.476
ElliPro,RESP,bacteria,linear,A0A0H2UQ39,1,0,0.0
ElliPro,RESP,bacteria,linear,Q6MX34,1,0,0.182
ElliPro,RESP,bacteria,linear,Q6MWY2,1,0,0.0
ElliPro,RESP,bacteria,linear,A1KFU9,1,1,1.0
ElliPro,RESP,bacteria,linear,I6YE30,1,1,0.308
ElliPro,RESP,bacteria,linear,I6YG83,1,1,0.867
ElliPro,RESP,bacteria,linear,P9WQN9,1,0,0.2
ElliPro,RESP,bacteria,linear,L0T2W6,1,0,0.0
ElliPro,RESP,bacteria,linear,Q79FE1,1,1,0.467
ElliPro,RESP,bacteria,linear,O06195,1,0,0.0
ElliPro,RESP,bacteria,linear,A0A0H2US36,1,0,0.0
ElliPro,RESP,bacteria,linear,O50398,1,1,0.867
ElliPro,RESP,bacteria,linear,Q79FH3,1,1,0.333
ElliPro,RESP,bacteria,linear,P9WQD7,1,0,0.067
ElliPro,RESP,bacteria,linear,P9WQD1,1,0,0.2
ElliPro,RESP,bacteria,linear,Q79FI9,1,0,0.0
ElliPro,RESP,bacteria,linear,A0A0H2UPR3,1,1,0.5
ElliPro,RESP,bacteria,linear,P9WHW9,1,1,0.867
ElliPro,RESP,bacteria,linear,O53673,1,1,0.667
ElliPro,RESP,bacteria,linear,P9WI27,1,0,0.0
ElliPro,RESP,bacteria,linear,P9WIE5,1,0,0.067
ElliPro,RESP,bacteria,linear,P9WF73,1,1,0.773
ElliPro,RESP,bacteria,linear,P9WFK1,1,1,0.615
ElliPro,RESP,bacteria,linear,P9WI47,1,0,0.067
ElliPro,RESP,bacteria,linear,P9WI45,1,1,0.6
ElliPro,RESP,bacteria,linear,P9WI43,1,1,1.0
ElliPro,RESP,bacteria,linear,P9WG55,1,1,0.533
ElliPro,RESP,bacteria,linear,P9WI23,1,1,0.667
ElliPro,RESP,bacteria,linear,P9WF43,1,1,0.692
ElliPro,RESP,bacteria,linear,P9WI21,1,0,0.0
ElliPro,RESP,bacteria,linear,P9WI19,1,1,0.467
ElliPro,RESP,bacteria,linear,P9WI07,1,0,0.0
ElliPro,RESP,bacteria,linear,P9WH05,1,1,0.667
ElliPro,RESP,bacteria,linear,P9WI03,1,0,0.0
ElliPro,RESP,bacteria,linear,P9WHZ7,1,0,0.0
ElliPro,RESP,bacteria,linear,P9WHU5,1,1,0.25
ElliPro,RESP,bacteria,linear,P9WF69,1,1,0.533
ElliPro,RESP,bacteria,linear,P96901,1,1,0.969
ElliPro,RESP,bacteria,linear,O53692,1,0,0.133
ElliPro,RESP,bacteria,linear,P0A335,1,1,0.467
ElliPro,RESP,bacteria,linear,P9WMX7,1,1,0.4
ElliPro,RESP,bacteria,linear,O53780,1,1,0.333
ElliPro,RESP,bacteria,linear,P9WHY3,1,1,0.467
ElliPro,RESP,bacteria,linear,P9WMF9,1,1,0.267
ElliPro,RESP,bacteria,linear,P9WL75,1,0,0.0
ElliPro,RESP,bacteria,linear,P9WL63,1,1,1.0
ElliPro,RESP,bacteria,linear,O69703,1,1,0.591
ElliPro,RESP,bacteria,linear,P9WKH9,1,1,0.667
ElliPro,RESP,bacteria,linear,P96825,1,1,1.0
ElliPro,RESP,bacteria,linear,P9WK79,1,1,0.733
ElliPro,RESP,bacteria,linear,P0DKX7,1,1,0.588
ElliPro,RESP,bacteria,linear,P9WK31,1,1,0.292
ElliPro,RESP,bacteria,linear,P31772,1,1,0.85
ElliPro,RESP,bacteria,linear,P44089,1,1,0.6
ElliPro,RESP,bacteria,linear,P71540,1,1,0.6
ElliPro,RESP,bacteria,linear,P9WJC1,1,1,1.0
ElliPro,RESP,bacteria,linear,Q9L7Q2,1,1,1.0
