model,organism,group,type,uniprot,n_epitopes,n_hits,mean_recall
BepiPred,RESP,bacteria,linear,P9WHE3,5,4,0.42680000000000007
BepiPred,RESP,bacteria,linear,P96394,5,0,0.0
BepiPred,RESP,bacteria,linear,P9WNF3,5,2,0.18680000000000002
BepiPred,RESP,bacteria,linear,O06404,5,3,0.2834
BepiPred,RESP,bacteria,linear,P9WFR1,5,0,0.0
BepiPred,RESP,bacteria,linear,P9WGY7,5,0,0.0
BepiPred,RESP,bacteria,linear,P9WJW7,5,0,0.0
BepiPred,RESP,bacteria,linear,P9WL51,5,5,0.8295999999999999
BepiPred,RESP,bacteria,linear,L7N675,5,0,0.0
BepiPred,RESP,bacteria,linear,P9WGT7,4,0,0.0
BepiPred,RESP,bacteria,linear,L0T7Y7,4,0,0.0
BepiPred,RESP,bacteria,linear,P9WN09,4,0,0.0
BepiPred,RESP,bacteria,linear,P9WJQ9,4,1,0.06675
BepiPred,RESP,bacteria,linear,P9WIP9,4,4,0.4615
BepiPred,RESP,bacteria,linear,O53611,4,0,0.0
BepiPred,RESP,bacteria,linear,P9WG67,4,1,0.20825
BepiPred,RESP,bacteria,linear,P9WP43,4,2,0.22875
BepiPred,RESP,bacteria,linear,Q79FZ9,3,0,0.0
BepiPred,RESP,bacteria,linear,A0A0H2UPR0,3,0,0.0
BepiPred,RESP,bacteria,linear,A0A0H2UN40,3,0,0.0
BepiPred,RESP,bacteria,linear,P95229,3,0,0.0
BepiPred,RESP,bacteria,linear,P95149,3,0,0.0
BepiPred,RESP,bacteria,linear,P9WFC9,3,1,0.3333333333333333
BepiPred,RESP,bacteria,linear,P9WNK3,3,2,0.311
BepiPred,RESP,bacteria,linear,P9WIR7,3,3,0.622
BepiPred,RESP,bacteria,linear,Q6MX49,3,0,0.0
BepiPred,RESP,bacteria,linear,P9WKL1,3,1,0.13333333333333333
BepiPred,RESP,bacteria,linear,P9WI41,3,1,0.13333333333333333
BepiPred,RESP,bacteria,linear,O33192,3,3,0.6
BepiPred,RESP,bacteria,linear,O53732,3,0,0.0
BepiPred,RESP,bacteria,linear,Q79FE6,3,0,0.0
BepiPred,RESP,bacteria,linear,P9WNE5,3,2,0.29433333333333334
BepiPred,RESP,bacteria,linear,P9WJA3,2,1,0.1665
BepiPred,RESP,bacteria,linear,P9WHM5,2,0,0.06
BepiPred,RESP,bacteria,linear,P9WJC3,2,1,0.5
BepiPred,RESP,bacteria,linear,P9WJA9,2,2,0.6335
BepiPred,RESP,bacteria,linear,P9WHV9,2,0,0.0
BepiPred,RESP,bacteria,linear,P9WI05,2,0,0.0
BepiPred,RESP,bacteria,linear,P9WNJ3,2,1,0.6
BepiPred,RESP,bacteria,linear,P9WHY9,2,0,0.0
BepiPred,RESP,bacteria,linear,P9WIM9,2,1,0.2105
BepiPred,RESP,bacteria,linear,P9WIB5,2,0,0.0
BepiPred,RESP,bacteria,linear,P9WI79,2,0,0.0
BepiPred,RESP,bacteria,linear,P9WLS9,2,0,0.018
BepiPred,RESP,bacteria,linear,P9WI37,2,0,0.0
BepiPred,RESP,bacteria,linear,P9WI33,2,1,0.4
BepiPred,RESP,bacteria,linear,A0A0H2UNY9,2,2,1.0
BepiPred,RESP,bacteria,linear,O05461,2,0,0.0
BepiPred,RESP,bacteria,linear,P71810,2,0,0.0625
BepiPred,RESP,bacteria,linear,P9WPQ1,2,2,0.6665
BepiPred,RESP,bacteria,linear,O07175,2,2,0.3335
BepiPred,RESP,bacteria,linear,O53966,2,0,0.0
BepiPred,RESP,bacteria,linear,O53519,2,1,0.433
BepiPred,RESP,bacteria,linear,P9WQM5,2,0,0.0
BepiPred,RESP,bacteria,linear,I6Y936,2,2,0.9335
BepiPred,RESP,bacteria,linear,Q97QP7,2,0,0.0
BepiPred,RESP,bacteria,linear,P26093,2,2,0.4
BepiPred,RESP,bacteria,linear,P9WQN7,2,0,0.0
BepiPred,RESP,bacteria,linear,P43724,2,2,0.475
BepiPred,RESP,bacteria,linear,O53972,2,0,0.0
BepiPred,RESP,bacteria,linear,P44600,2,0,0.0
BepiPred,RESP,bacteria,linear,P9WQB1,2,0,0.0
BepiPred,RESP,bacteria,linear,P44970,2,0,0.0
BepiPred,RESP,bacteria,linear,P9WPL7,2,0,0.0
BepiPred,RESP,bacteria,linear,P95202,2,2,0.9665
BepiPred,RESP,bacteria,linear,P96264,2,0,0.0
BepiPred,RESP,bacteria,linear,Q79FA9,2,0,0.0
BepiPred,RESP,bacteria,linear,P9WNU5,2,0,0.0
BepiPred,RESP,bacteria,linear,P9WFL9,2,2,1.0
BepiPred,RESP,bacteria,linear,P9WG25,2,0,0.0
BepiPred,RESP,bacteria,linear,Q6MWY2,1,0,0.0
BepiPred,RESP,bacteria,linear,Q6MX34,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WQN9,1,0,0.067
BepiPred,RESP,bacteria,linear,Q6MX43,1,0,0.133
BepiPred,RESP,bacteria,linear,P9WQD7,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WQD1,1,0,0.0
BepiPred,RESP,bacteria,linear,Q97QS2,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WL75,1,0,0.167
BepiPred,RESP,bacteria,linear,Q79FE1,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WQ59,1,0,0.0
BepiPred,RESP,bacteria,linear,Q79FH3,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WL63,1,1,0.6
BepiPred,RESP,bacteria,linear,P9WQ27,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WMF9,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WPU3,1,0,0.0
BepiPred,RESP,bacteria,linear,Q79FI9,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WMX7,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WKH9,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WNI7,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WPD5,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WHU5,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WK79,1,1,0.333
BepiPred,RESP,bacteria,linear,O07229,1,0,0.067
BepiPred,RESP,bacteria,linear,O69703,1,0,0.0
BepiPred,RESP,bacteria,linear,O53780,1,1,0.467
BepiPred,RESP,bacteria,linear,O53692,1,0,0.133
BepiPred,RESP,bacteria,linear,O53673,1,1,0.8
BepiPred,RESP,bacteria,linear,O50398,1,1,0.8
BepiPred,RESP,bacteria,linear,O50391,1,0,0.0
BepiPred,RESP,bacteria,linear,O50383,1,1,0.667
BepiPred,RESP,bacteria,linear,O07417,1,0,0.0
BepiPred,RESP,bacteria,linear,O07416,1,0,0.0
BepiPred,RESP,bacteria,linear,O07415,1,0,0.0
BepiPred,RESP,bacteria,linear,O07414,1,0,0.0
BepiPred,RESP,bacteria,linear,O07166,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WK31,1,0,0.0
BepiPred,RESP,bacteria,linear,O06824,1,1,1.0
BepiPred,RESP,bacteria,linear,O06608,1,0,0.0
BepiPred,RESP,bacteria,linear,O06195,1,0,0.0
BepiPred,RESP,bacteria,linear,L0T2W6,1,0,0.0
BepiPred,RESP,bacteria,linear,I6YG83,1,0,0.2
BepiPred,RESP,bacteria,linear,I6YE30,1,1,1.0
BepiPred,RESP,bacteria,linear,I6X7X3,1,0,0.0
BepiPred,RESP,bacteria,linear,A1KFU9,1,1,0.722
BepiPred,RESP,bacteria,linear,A0A0H2US36,1,0,0.0
BepiPred,RESP,bacteria,linear,A0A0H2UQ39,1,0,0.0
BepiPred,RESP,bacteria,linear,A0A0H2UPR3,1,0,0.0
BepiPred,RESP,bacteria,linear,P0A335,1,0,0.0
BepiPred,RESP,bacteria,linear,P0DKX7,1,0,0.0
BepiPred,RESP,bacteria,linear,P31772,1,0,0.05
BepiPred,RESP,bacteria,linear,P44089,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WJC1,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WIE5,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WI47,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WI45,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WI43,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WI27,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WI23,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WI21,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WI19,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WI07,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WI03,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WHZ7,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WHY3,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WHW9,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WH05,1,1,0.667
BepiPred,RESP,bacteria,linear,P9WG55,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WFK1,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WF73,1,1,0.227
BepiPred,RESP,bacteria,linear,P9WF69,1,0,0.0
BepiPred,RESP,bacteria,linear,P9WF43,1,1,1.0
BepiPred,RESP,bacteria,linear,P96901,1,0,0.0
BepiPred,RESP,bacteria,linear,P96825,1,0,0.0
BepiPred,RESP,bacteria,linear,P71540,1,0,0.0
BepiPred,RESP,bacteria,linear,Q9L7Q2,1,0,0.0
