model,organism,group,type,uniprot,n_epitopes,n_hits,mean_recall
GraphBepi,RESP,bacteria,linear,Q79FE1,1,1,0.333
GraphBepi,RESP,bacteria,linear,P9WL63,1,1,0.267
GraphBepi,RESP,bacteria,linear,P9WMF9,1,1,0.4
GraphBepi,RESP,bacteria,linear,Q6MX43,1,1,0.533
GraphBepi,RESP,bacteria,linear,P9WQ27,1,0,0.0
GraphBepi,RESP,bacteria,linear,P9WL75,1,1,1.0
GraphBepi,RESP,bacteria,linear,P9WKH9,1,0,0.133
GraphBepi,RESP,bacteria,linear,P9WPU3,1,0,0.0
GraphBepi,RESP,bacteria,linear,Q6MX34,1,0,0.091
GraphBepi,RESP,bacteria,linear,P9WNI7,1,0,0.077
GraphBepi,RESP,bacteria,linear,P9WQD1,1,0,0.0
GraphBepi,RESP,bacteria,linear,P9WHW9,1,1,0.6
GraphBepi,RESP,bacteria,linear,P9WK31,1,0,0.0
GraphBepi,RESP,bacteria,linear,O07229,1,0,0.133
GraphBepi,RESP,bacteria,linear,O53780,1,1,0.533
GraphBepi,RESP,bacteria,linear,O53692,1,0,0.0
GraphBepi,RESP,bacteria,linear,O53673,1,1,0.933
GraphBepi,RESP,bacteria,linear,O50398,1,1,0.867
GraphBepi,RESP,bacteria,linear,O50391,1,0,0.133
GraphBepi,RESP,bacteria,linear,O50383,1,1,0.667
GraphBepi,RESP,bacteria,linear,O07417,1,1,0.667
GraphBepi,RESP,bacteria,linear,O07416,1,1,0.5
GraphBepi,RESP,bacteria,linear,O07415,1,1,0.733
GraphBepi,RESP,bacteria,linear,O07414,1,1,0.429
GraphBepi,RESP,bacteria,linear,O07166,1,1,0.545
GraphBepi,RESP,bacteria,linear,P9WJC1,1,1,0.538
GraphBepi,RESP,bacteria,linear,O06824,1,1,0.913
GraphBepi,RESP,bacteria,linear,O06608,1,0,0.143
GraphBepi,RESP,bacteria,linear,O06195,1,0,0.0
GraphBepi,RESP,bacteria,linear,L0T2W6,1,1,1.0
GraphBepi,RESP,bacteria,linear,I6YG83,1,0,0.067
GraphBepi,RESP,bacteria,linear,I6YE30,1,1,0.846
GraphBepi,RESP,bacteria,linear,I6X7X3,1,0,0.15
GraphBepi,RESP,bacteria,linear,A1KFU9,1,1,0.389
GraphBepi,RESP,bacteria,linear,A0A0H2US36,1,0,0.0
GraphBepi,RESP,bacteria,linear,A0A0H2UQ39,1,0,0.0
GraphBepi,RESP,bacteria,linear,O69703,1,0,0.091
GraphBepi,RESP,bacteria,linear,P0A335,1,1,0.2
GraphBepi,RESP,bacteria,linear,P31772,1,0,0.15
GraphBepi,RESP,bacteria,linear,P44089,1,0,0.0
GraphBepi,RESP,bacteria,linear,P9WIE5,1,0,0.0
GraphBepi,RESP,bacteria,linear,P9WI47,1,1,0.267
GraphBepi,RESP,bacteria,linear,P9WI45,1,1,0.333
GraphBepi,RESP,bacteria,linear,P9WI43,1,0,0.0
GraphBepi,RESP,bacteria,linear,P9WI27,1,0,0.077
GraphBepi,RESP,bacteria,linear,P9WI23,1,1,0.6
GraphBepi,RESP,bacteria,linear,P9WI21,1,0,0.133
GraphBepi,RESP,bacteria,linear,P9WI19,1,1,0.267
GraphBepi,RESP,bacteria,linear,P9WI07,1,0,0.067
GraphBepi,RESP,bacteria,linear,P9WI03,1,0,0.133
GraphBepi,RESP,bacteria,linear,P9WHZ7,1,0,0.067
GraphBepi,RESP,bacteria,linear,P9WHY3,1,1,0.267
GraphBepi,RESP,bacteria,linear,P9WHU5,1,0,0.125
GraphBepi,RESP,bacteria,linear,P9WH05,1,0,0.222
GraphBepi,RESP,bacteria,linear,P9WG55,1,0,0.2
GraphBepi,RESP,bacteria,linear,P9WFK1,1,0,0.231
GraphBepi,RESP,bacteria,linear,P9WF73,1,1,1.0
GraphBepi,RESP,bacteria,linear,P9WF69,1,1,0.4
GraphBepi,RESP,bacteria,linear,P9WF43,1,1,0.385
GraphBepi,RESP,bacteria,linear,P96825,1,0,0.182
GraphBepi,RESP,bacteria,linear,P71540,1,0,0.0
GraphBepi,RESP,bacteria,linear,Q97QS2,1,0,0.222
