model,organism,group,type,uniprot,n_epitopes,n_hits,mean_recall
SEMA,RESP,bacteria,linear,O06404,5,5,0.77
SEMA,RESP,bacteria,linear,P9WL51,5,5,0.9334
SEMA,RESP,bacteria,linear,P9WNF3,5,5,0.8
SEMA,RESP,bacteria,linear,P9WJQ9,4,3,0.4335
SEMA,RESP,bacteria,linear,O53611,4,3,0.41675
SEMA,RESP,bacteria,linear,L0T7Y7,4,3,0.48350000000000004
SEMA,RESP,bacteria,linear,P9WGT7,4,3,0.33325000000000005
SEMA,RESP,bacteria,linear,P9WG67,4,4,0.725
SEMA,RESP,bacteria,linear,P9WP43,4,4,0.6265000000000001
SEMA,RESP,bacteria,linear,P9WIP9,4,4,0.47050000000000003
SEMA,RESP,bacteria,linear,P9WN09,4,4,0.5335000000000001
SEMA,RESP,bacteria,linear,P9WIR7,3,3,0.622
SEMA,RESP,bacteria,linear,A0A0H2UN40,3,3,0.3333333333333333
SEMA,RESP,bacteria,linear,P9WKL1,3,1,0.20000000000000004
SEMA,RESP,bacteria,linear,O33192,3,3,0.9776666666666666
SEMA,RESP,bacteria,linear,P95149,3,2,0.30833333333333335
SEMA,RESP,bacteria,linear,P9WFC9,3,2,0.6
SEMA,RESP,bacteria,linear,P9WI41,3,3,1.0
SEMA,RESP,bacteria,linear,P95229,3,2,0.48900000000000005
SEMA,RESP,bacteria,linear,P9WNK3,3,3,0.8000000000000002
SEMA,RESP,bacteria,linear,P9WNE5,3,3,0.5890000000000001
SEMA,RESP,bacteria,linear,A0A0H2UPR0,3,2,0.5166666666666667
SEMA,RESP,bacteria,linear,O53732,3,2,0.467
SEMA,RESP,bacteria,linear,Q6MX49,3,3,0.511
SEMA,RESP,bacteria,linear,Q79FE6,3,1,0.22233333333333336
SEMA,RESP,bacteria,linear,Q79FZ9,3,3,0.7360000000000001
SEMA,RESP,bacteria,linear,P9WJA3,2,2,0.7335
SEMA,RESP,bacteria,linear,P9WI33,2,2,1.0
SEMA,RESP,bacteria,linear,Q79FA9,2,1,0.3335
SEMA,RESP,bacteria,linear,P9WQB1,2,2,0.933
SEMA,RESP,bacteria,linear,P9WI05,2,1,0.5665
SEMA,RESP,bacteria,linear,P9WPQ1,2,2,0.8335
SEMA,RESP,bacteria,linear,P9WPL7,2,2,0.5915
SEMA,RESP,bacteria,linear,Q97QP7,2,2,1.0
SEMA,RESP,bacteria,linear,P9WQN7,2,1,0.5335
SEMA,RESP,bacteria,linear,P9WI37,2,2,0.62
SEMA,RESP,bacteria,linear,P9WJA9,2,2,0.7
SEMA,RESP,bacteria,linear,P9WLS9,2,0,0.018
SEMA,RESP,bacteria,linear,P9WI79,2,2,0.767
SEMA,RESP,bacteria,linear,P9WQM5,2,0,0.02
SEMA,RESP,bacteria,linear,P9WIB5,2,1,0.242
SEMA,RESP,bacteria,linear,P9WIM9,2,1,0.48550000000000004
SEMA,RESP,bacteria,linear,P9WNU5,2,1,0.4665
SEMA,RESP,bacteria,linear,P9WNJ3,2,2,0.8665
SEMA,RESP,bacteria,linear,P9WJC3,2,1,0.5
SEMA,RESP,bacteria,linear,P9WHY9,2,1,0.3335
SEMA,RESP,bacteria,linear,P9WHV9,2,1,0.5
SEMA,RESP,bacteria,linear,O53966,2,2,0.6335000000000001
SEMA,RESP,bacteria,linear,P9WG25,2,0,0.05
SEMA,RESP,bacteria,linear,O53972,2,1,0.6
SEMA,RESP,bacteria,linear,O07175,2,2,0.9665
SEMA,RESP,bacteria,linear,P26093,2,2,0.45
SEMA,RESP,bacteria,linear,P43724,2,2,0.725
SEMA,RESP,bacteria,linear,P44600,2,2,0.357
SEMA,RESP,bacteria,linear,P44970,2,2,0.95
SEMA,RESP,bacteria,linear,P71810,2,2,0.5765
SEMA,RESP,bacteria,linear,P96264,2,2,0.75
SEMA,RESP,bacteria,linear,O05461,2,1,0.4435
SEMA,RESP,bacteria,linear,I6Y936,2,2,0.7335
SEMA,RESP,bacteria,linear,P9WFL9,2,2,0.633
SEMA,RESP,bacteria,linear,P95202,2,2,0.9665
SEMA,RESP,bacteria,linear,O53519,2,2,0.8
SEMA,RESP,bacteria,linear,A0A0H2UNY9,2,2,1.0
SEMA,RESP,bacteria,linear,P9WHM5,2,1,0.2465
SEMA,RESP,bacteria,linear,P9WPD5,1,1,1.0
SEMA,RESP,bacteria,linear,P9WQ27,1,0,0.0
SEMA,RESP,bacteria,linear,P9WPU3,1,1,0.6
SEMA,RESP,bacteria,linear,O06824,1,1,1.0
SEMA,RESP,bacteria,linear,O07166,1,1,0.818
SEMA,RESP,bacteria,linear,O07229,1,1,0.6
SEMA,RESP,bacteria,linear,O07414,1,1,0.857
SEMA,RESP,bacteria,linear,Q6MX43,1,1,0.867
SEMA,RESP,bacteria,linear,Q97QS2,1,1,0.778
SEMA,RESP,bacteria,linear,O07415,1,1,0.267
SEMA,RESP,bacteria,linear,O07416,1,1,0.5
SEMA,RESP,bacteria,linear,O07417,1,1,0.533
SEMA,RESP,bacteria,linear,O50383,1,1,0.867
SEMA,RESP,bacteria,linear,O50391,1,0,0.2
SEMA,RESP,bacteria,linear,P9WNI7,1,1,0.615
SEMA,RESP,bacteria,linear,P9WQ59,1,1,0.533
SEMA,RESP,bacteria,linear,I6X7X3,1,1,0.25
SEMA,RESP,bacteria,linear,O06608,1,1,0.571
SEMA,RESP,bacteria,linear,A0A0H2UQ39,1,0,0.0
SEMA,RESP,bacteria,linear,Q6MX34,1,1,0.909
SEMA,RESP,bacteria,linear,Q6MWY2,1,0,0.2
SEMA,RESP,bacteria,linear,A1KFU9,1,1,0.944
SEMA,RESP,bacteria,linear,I6YE30,1,1,1.0
SEMA,RESP,bacteria,linear,I6YG83,1,1,0.6
SEMA,RESP,bacteria,linear,P9WQN9,1,1,0.933
SEMA,RESP,bacteria,linear,L0T2W6,1,1,0.933
SEMA,RESP,bacteria,linear,Q79FE1,1,1,0.533
SEMA,RESP,bacteria,linear,O06195,1,0,0.067
SEMA,RESP,bacteria,linear,A0A0H2US36,1,1,0.65
SEMA,RESP,bacteria,linear,O50398,1,1,1.0
SEMA,RESP,bacteria,linear,Q79FH3,1,1,0.533
SEMA,RESP,bacteria,linear,P9WQD7,1,0,0.133
SEMA,RESP,bacteria,linear,P9WQD1,1,1,0.467
SEMA,RESP,bacteria,linear,Q79FI9,1,1,0.333
SEMA,RESP,bacteria,linear,A0A0H2UPR3,1,1,0.25
SEMA,RESP,bacteria,linear,P9WHW9,1,1,0.267
SEMA,RESP,bacteria,linear,O53673,1,1,0.867
SEMA,RESP,bacteria,linear,P9WI27,1,0,0.154
SEMA,RESP,bacteria,linear,P9WIE5,1,0,0.133
SEMA,RESP,bacteria,linear,P9WF73,1,1,0.909
SEMA,RESP,bacteria,linear,P9WFK1,1,1,0.846
SEMA,RESP,bacteria,linear,P9WI47,1,1,0.6
SEMA,RESP,bacteria,linear,P9WI45,1,1,0.267
SEMA,RESP,bacteria,linear,P9WI43,1,1,1.0
SEMA,RESP,bacteria,linear,P9WG55,1,1,0.933
SEMA,RESP,bacteria,linear,P9WI23,1,1,0.667
SEMA,RESP,bacteria,linear,P9WF43,1,1,1.0
SEMA,RESP,bacteria,linear,P9WI21,1,1,0.4
SEMA,RESP,bacteria,linear,P9WI19,1,0,0.2
SEMA,RESP,bacteria,linear,P9WI07,1,0,0.133
SEMA,RESP,bacteria,linear,P9WH05,1,1,0.889
SEMA,RESP,bacteria,linear,P9WI03,1,0,0.2
SEMA,RESP,bacteria,linear,P9WHZ7,1,1,0.533
SEMA,RESP,bacteria,linear,P9WHU5,1,1,0.25
SEMA,RESP,bacteria,linear,P9WF69,1,1,0.867
SEMA,RESP,bacteria,linear,P96901,1,1,0.594
SEMA,RESP,bacteria,linear,O53692,1,1,0.733
SEMA,RESP,bacteria,linear,P0A335,1,1,0.533
SEMA,RESP,bacteria,linear,P9WMX7,1,1,0.6
SEMA,RESP,bacteria,linear,O53780,1,1,0.533
SEMA,RESP,bacteria,linear,P9WHY3,1,1,1.0
SEMA,RESP,bacteria,linear,P9WMF9,1,1,0.4
SEMA,RESP,bacteria,linear,P9WL75,1,1,0.833
SEMA,RESP,bacteria,linear,P9WL63,1,1,1.0
SEMA,RESP,bacteria,linear,O69703,1,1,0.636
SEMA,RESP,bacteria,linear,P9WKH9,1,1,0.6
SEMA,RESP,bacteria,linear,P96825,1,1,0.818
SEMA,RESP,bacteria,linear,P9WK79,1,1,0.667
SEMA,RESP,bacteria,linear,P0DKX7,1,0,0.0
SEMA,RESP,bacteria,linear,P9WK31,1,1,0.208
SEMA,RESP,bacteria,linear,P31772,1,1,0.5
SEMA,RESP,bacteria,linear,P44089,1,1,0.7
SEMA,RESP,bacteria,linear,P71540,1,1,0.55
SEMA,RESP,bacteria,linear,P9WJC1,1,1,1.0
SEMA,RESP,bacteria,linear,Q9L7Q2,1,1,0.45
